seqnames	start	end	width	strand	Conc	Conc_WD_SUMOnub	Conc_WD_NOnub	Fold	p.value	FDR	WD_SUMOnub1	WD_SUMOnub2	WD_NOnub1	WD_NOnub2
reb_FBgn0033667_Up	chr2R	11910779	11914779	4001	*	5.21736834487008	4.88514370971096	5.48722651030538	-0.00818409798098472	0.676385956887198	0.990459938861429	49.04	10.06	74.16	15.55
CG4382_FBgn0032132_notChanged	chr2L	9598872	9602872	4001	*	9.24500743255153	9.34962960388683	9.1322008216014	0.00258024672745603	0.679817387993525	0.990459938861429	678.37	626.44	756.46	365.8
gsb-n_FBgn0001147_notChanged	chr2R	25050331	25054331	4001	*	10.6462538121749	10.5297441830105	10.7540533527938	-0.00258245416026191	0.681200878327623	0.990459938861429	1524.3	1432.35	2453.98	1000.03
CG33958_FBgn0053958_notChanged	chr2R	18190851	18194851	4001	*	6.05233448426915	6.23885238456647	5.83807136285608	0.00464035161818873	0.684866983325876	0.990459938861429	84.8	66.25	95.59	18.82
CG10918_FBgn0031178_notChanged	chrX	21427256	21431256	4001	*	0	0	0	0.0539477649893344	0.685274012469968	0.990459938861429	0	1.68	0	0
Ptp61F_FBgn0267487_notChanged	chr3L	1473257	1480369	7113	*	8.17868793106688	8.28513525539339	8.06375638145803	0.00256563553532383	0.685561625855823	0.990459938861429	299.34	324.54	346.09	189.04
Sdic3_FBgn0052823_notChanged	chrX	20192227	20196227	4001	*	0.816764260848923	1.43235373836635	0	0.0494391363152517	0.687964700134395	0.990459938861429	2.04	3.35	1.65	0
Cpr35B_FBgn0028871_notChanged	chr2L	14423189	14427189	4001	*	6.78114655467183	6.62519759309035	6.92187050796479	-0.00301087281071309	0.688832218730839	0.990459938861429	90.93	106.5	158.21	84.29
vn_FBgn0003984_notChanged	chr3L	5843664	5847664	4001	*	9.03292177707964	8.91734295817126	9.1399240622916	-0.00248534348447737	0.694575620208539	0.990459938861429	496.52	470.46	799.31	328.98
lncRNA:CR43967_FBgn0264698_notChanged	chr3L	23181913	23185913	4001	*	1.806634837172	0.746072105712439	2.41123282595916	-0.0439239139102637	0.694679273040706	0.990459938861429	0	3.35	0	10.64
peb_FBgn0003053_notChanged	chrX	4615564	4632936	17373	*	10.070526468512	9.960735371951	10.1725499535196	-0.00244732193299354	0.694922328977463	0.990459938861429	971.59	1021.43	1606.87	701.33
bs_FBgn0004101_Down	chr2R	24340861	24380740	39880	*	11.7408672127166	11.6297692562253	11.8440181550224	-0.00245791555112969	0.69518961680681	0.990459938861429	3162	3175.82	5163.4	2189.09
lncRNA:CR32111_FBgn0052111_notChanged	chr3L	12625934	12650280	24347	*	11.3853429631916	11.2749763489531	11.487863194606	-0.00244903264970857	0.695714153136988	0.990459938861429	2419.26	2536.8	4046.01	1698.08
E5_FBgn0008646_notChanged	chr3R	13872916	13876916	4001	*	9.50532448880074	9.39771243155715	9.60546382975324	-0.00242056118561056	0.696822999731895	0.990459938861429	719.24	629.8	1044.88	513.11
ths_FBgn0033652_Up	chr2R	11754817	11816424	61608	*	11.6612063208232	11.5388445002096	11.7739965767664	-0.00254567880377522	0.69757801192457	0.990459938861429	3060.85	2889.85	5441.93	1562.23
Ttc30_FBgn0032470_notChanged	chr2L	13104807	13111468	6662	*	7.0089316088022	7.16128154982854	6.8385729305862	0.00350757263757288	0.699661756316259	0.990459938861429	132.81	153.47	202.71	26.19
rn_FBgn0267337_Down	chr3R	7307629	7314858	7230	*	10.2082926327736	10.3004070417733	10.1098932571699	0.00236454838408388	0.699998221494894	0.990459938861429	1369.01	1153.09	1384.38	825.72
pyr_FBgn0033649_notChanged	chr2R	11710263	11728345	18083	*	9.78653122932303	9.67294352536691	9.89182487826131	-0.00242221378756629	0.703488643755439	0.990459938861429	860.23	772.36	1400.86	499.19
knrl_FBgn0001323_notChanged	chr3L	20618659	20622659	4001	*	9.63583711322763	9.53015052574929	9.73430713886411	-0.00236475845906511	0.703617268631693	0.990459938861429	834.69	644.05	1145.41	558.12
sob_FBgn0004892_notChanged	chr2L	3578769	3582769	4001	*	9.52487408252673	9.41393768581161	9.62788574662199	-0.0023813660273026	0.706438338145724	0.990459938861429	640.57	723.72	1142.11	440.27
gt_FBgn0001150_Up	chrX	2426967	2430967	4001	*	3.33305685593036	2.73133586466533	3.7564011607097	-0.0224267613841858	0.710358480663611	0.990459938861429	13.28	0	3.3	23.73
tey_FBgn0036899_Down	chr3L	19662104	19666104	4001	*	10.2857803966576	10.1851387252764	10.379856854113	-0.00226954502180533	0.713799825899911	0.990459938861429	1182.05	1146.38	1827.71	837.17
nej_FBgn0261617_notChanged	chrX	9685066	9691295	6230	*	8.2766850728807	8.37693640533918	8.16894366731115	0.00234424625612459	0.714153245032389	0.990459938861429	359.62	305.25	400.48	175.13
Sp1_FBgn0020378_notChanged	chrX	9727648	9758369	30722	*	11.7162198528529	11.8098658177789	11.6160707228098	0.00224957391093063	0.717222359561729	0.990459938861429	3746.38	3434.11	4321.24	1956.68
lncRNA:CR43650_FBgn0263659_notChanged	chr2R	16827095	16841494	14400	*	9.88756568945375	9.99287152119142	9.77396380665071	0.00236921333587656	0.718544702962105	0.990459938861429	1034.93	1002.98	1384.38	366.62
CG11191_FBgn0033249_notChanged	chr2R	8000120	8011062	10943	*	5.32396378443815	5.53909744161415	5.07103068030624	0.00573992592119929	0.71921733356575	0.990459938861429	27.58	65.41	18.13	49.1
H2.0_FBgn0001170_notChanged	chr2L	6017402	6026539	9138	*	10.6016424784825	10.4981950176296	10.6981660176098	-0.0022509727458842	0.719653885789793	0.990459938861429	1420.09	1472.6	2409.48	913.28
CG14762_FBgn0033250_notChanged	chr2R	8011755	8015755	4001	*	8.04909595746947	7.94074597939336	8.14987394880258	-0.00227335848860697	0.720598630172115	0.990459938861429	266.65	224.75	372.46	195.59
312_FBgn0029514_notChanged	chr3L	1349116	1354853	5738	*	7.74443840496809	7.85929153974953	7.61964472720627	0.00255356163449472	0.722104241794222	0.990459938861429	223.74	240.68	314.78	78.56
disco_FBgn0000459_notChanged	chrX	16214750	16218750	4001	*	8.37132050217898	8.47344997708486	8.26140664432662	0.00231729401607357	0.725670776265792	0.990459938861429	340.21	370.67	466.4	147.3
CG31279_FBgn0051279_Up	chr3R	16428681	16438597	9917	*	6.0094519151499	5.8186443631164	6.17794610995363	-0.00379661683935016	0.726211307934405	0.990459938861429	44.95	67.93	112.07	32.73
CG31510_FBgn0051510_notChanged	chr3R	25120920	25141903	20984	*	10.6400000330406	10.7333338311461	10.5402078667867	0.00219357904826272	0.726338171693792	0.990459938861429	1778.69	1626.06	2162.27	815.9
tup_FBgn0003896_notChanged	chr2L	18879261	18883261	4001	*	10.1293038907891	10.0317954341315	10.2206371406728	-0.00215380076777658	0.728709155221848	0.990459938861429	1060.47	1033.17	1677.74	708.69
eg_FBgn0000560_notChanged	chr3L	21806703	21819600	12898	*	10.7400782494414	10.6514282268198	10.8235948624563	-0.00211537443496024	0.728812318869301	0.990459938861429	1740.89	1475.95	2267.74	1356.83
CG7483_FBgn0037573_notChanged	chr3R	8311208	8321205	9998	*	8.64996667368169	8.73895303370256	8.55512866749869	0.00213612059297874	0.731755266017618	0.990459938861429	411.72	442.79	505.96	246.32
SoxN_FBgn0029123_notChanged	chr2L	8823645	8831670	8026	*	11.0813618369614	10.9885453723747	11.1685661525076	-0.00209898426360141	0.7333586412704	0.990459938861429	1983.02	2080.59	3147.81	1455.85
CG15369_FBgn0030105_notChanged	chrX	9214872	9219466	4595	*	3.53784695147252	3.90578578054629	3.04270573890196	0.0182064026831503	0.736006203383224	0.990459938861429	8.17	21.8	16.48	0
Su(z)2_FBgn0265623_notChanged	chr2R	12994501	13009911	15411	*	11.5132839646271	11.420558117655	11.6004082881558	-0.00205541045719118	0.740150484063666	0.990459938861429	2838.13	2644.14	4341.02	1869.12
CR12628_FBgn0042701_notChanged	chr2L	22224152	22228771	4620	*	0	0	0	-0.0438085519261593	0.741241435170321	0.990459938861429	0	0	0	0.82
Maf1_FBgn0267861_notChanged	chr2R	1525095	1529095	4001	*	0	0	0	-0.0438085519261593	0.741241435170321	0.990459938861429	0	0	0	0.82
CG13065_FBgn0036590_notChanged	chr3L	16275435	16283930	8496	*	0	0	0	-0.0438085519261593	0.741241435170321	0.990459938861429	0	0	0	0.82
CG5359_FBgn0037773_notChanged	chr3R	9999276	10003276	4001	*	0	0	0	-0.0438085519261593	0.741241435170321	0.990459938861429	0	0	0	0.82
CG1494_FBgn0031169_Up	chrX	21283301	21294458	11158	*	0	0	0	-0.0438085519261593	0.741241435170321	0.990459938861429	0	0	0	0.82
CG4259_FBgn0031389_notChanged	chr2L	2127237	2139296	12060	*	5.38554307991284	4.44651182385353	5.94959633451048	-0.0395177101993592	0.742443930940364	0.990459938861429	0	43.61	123.61	0
CG32081_FBgn0052081_notChanged	chr3L	11025579	11031444	5866	*	9.25458393313547	9.16443583550836	9.33942879924353	-0.00201875533323397	0.742842605828524	0.990459938861429	620.14	527.49	855.35	440.27
esg_FBgn0287768_notChanged	chr2L	15331866	15338138	6273	*	9.03485039670636	9.11459238789738	8.95044162753702	0.00198884934683072	0.744804607236188	0.990459938861429	627.29	481.36	598.25	391.17
CG15646_FBgn0030665_notChanged	chrX	15669029	15673029	4001	*	2.05205857787002	1.3528242414116	2.5210078125406	-0.0289117893866749	0.744931887568168	0.990459938861429	5.11	0	3.3	8.18
SCaMC_FBgn0052103_notChanged	chr3L	12412842	12419580	6739	*	6.72195048876238	6.86316217712653	6.56540221231871	0.00330209348565118	0.745765463817908	0.990459938861429	91.95	140.89	173.05	16.37
Reg-5_FBgn0015801_notChanged	chr2R	24791410	24799414	8005	*	7.23575258894701	7.35721937448695	7.1031109169389	0.00269334206026479	0.746357327084455	0.990459938861429	192.07	135.85	237.32	37.64
Mst87F_FBgn0002862_notChanged	chr3R	13826008	13830008	4001	*	4.96193277938067	5.17054185443761	4.71797647043441	0.00618827121903214	0.746526301321853	0.990459938861429	27.58	44.45	37.91	14.73
sowah_FBgn0036302_notChanged	chr3L	12570542	12574542	4001	*	7.63695800769962	7.73734062784033	7.5290649394862	0.00220709366343426	0.754662579121001	0.990459938861429	252.35	174.43	285.12	84.29
Gr59f_FBgn0041234_notChanged	chr2R	23540510	23601526	61017	*	7.86987193335512	8.29345147527921	7.26767210390224	0.0238508816015137	0.755223589071217	0.990459938861429	193.09	434.4	308.19	0
svp_FBgn0003651_notChanged	chr3R	12256737	12304785	48049	*	12.5151310767154	12.428389589396	12.5969517304796	-0.00189349425620793	0.760681399726289	0.990459938861429	5719.18	5305.05	8525.47	3865.08
CG12831_FBgn0033141_notChanged	chr2R	7072152	7076152	4001	*	4.43422442732208	4.72335202921236	4.07224974231226	0.011525256194961	0.762144729310556	0.990459938861429	0	52.83	13.18	20.46
CG44956_FBgn0266261_notChanged	chr3R	12339674	12344373	4700	*	3.54304301428367	3.03089614652423	3.92024647344702	-0.0198650894180175	0.763299374503466	0.990459938861429	16.35	0	0	30.28
comm2_FBgn0041160_notChanged	chr3L	15697850	15701850	4001	*	5.39911453170473	5.56630713772408	5.20997494657441	0.00436942555782253	0.763670082304649	0.990459938861429	56.19	38.58	54.39	19.64
Aplip1_FBgn0040281_Up	chr3L	1194317	1253778	59462	*	7.49067217626957	7.22572606490648	7.71442855228577	-0.00702570133139747	0.763755279153312	0.990459938861429	65.39	233.97	390.59	29.46
ct_FBgn0004198_notChanged	chrX	7606428	7683278	76851	*	11.9961833525232	12.0768741628966	11.9107106836173	0.00185322073182311	0.766616442110621	0.990459938861429	4396.15	4244.21	5529.28	2171.09
ben_FBgn0000173_notChanged	chrX	13994345	14001805	7461	*	5.49289357597033	5.85617809628231	5.00617986287685	0.018361781336609	0.766626367228	0.990459938861429	75.6	40.25	64.27	0
CG15599_FBgn0030667_Up	chrX	15686857	15690857	4001	*	2.38188221673206	2.83353494696278	1.7207776440146	0.0283254679649847	0.766809529269589	0.990459938861429	0	14.26	6.59	0
CG43336_FBgn0263041_notChanged	chr3R	15635168	15640181	5014	*	9.618519580419	9.69617263018924	9.53644789551406	0.00182486054532467	0.768521431606796	0.990459938861429	848.99	810.1	1053.12	432.09
lncRNA:CR43431_FBgn0263379_notChanged	chr3L	12651090	12655090	4001	*	9.93557469776198	9.85458568459378	10.0122578545717	-0.00180390957338808	0.768843284106432	0.990459938861429	950.13	901.51	1417.34	648.13
CG43088_FBgn0262534_Up	chrX	14700358	14705654	5297	*	4.57093554576814	4.8370734827185	4.24433960007161	0.0104892162874464	0.770403427277918	0.990459938861429	42.91	14.26	37.91	0
lncRNA:CR44173_FBgn0265062_notChanged	chr3R	19277728	19281728	4001	*	3.78039827147979	4.30066095739008	2.95872062126165	0.0348666448536008	0.770939331907707	0.990459938861429	0	39.41	0	15.55
Ccp84Ag_FBgn0004777_notChanged	chr3R	6684728	6690039	5312	*	9.06569430171734	8.98434851858589	9.14269721725205	-0.00178883189785834	0.771022055929581	0.990459938861429	486.3	526.65	758.11	372.35
rost_FBgn0011705_notChanged	chr2L	8987539	8991539	4001	*	5.07430570945632	5.25594756240819	4.86645491712595	0.00500684807524836	0.773123189498486	0.990459938861429	52.1	24.32	34.61	23.73
CG11498_FBgn0039749_notChanged	chr3R	30158473	30162473	4001	*	2.05034075160251	1.33103460643359	2.5281325660722	-0.0298217627780619	0.773767622829387	0.990459938861429	0	5.03	11.54	0
Lim1_FBgn0026411_notChanged	chrX	8803804	8807804	4001	*	8.68235661978753	8.75867410677715	8.60177539678981	0.00178749957561798	0.774001708636746	0.990459938861429	491.41	374.86	530.68	246.32
wbl_FBgn0004003_Down	chr2R	19247395	19252917	5523	*	2.01330349145798	2.49032776516153	1.29575560853922	0.0294466502959532	0.776982254215847	0.990459938861429	11.24	0	0	4.91
ara_FBgn0015904_notChanged	chr3L	12578672	12598018	19347	*	11.0499236939295	11.1207466408208	10.9754436977022	0.00171917410759596	0.777942979081604	0.990459938861429	2352.85	2100.72	2694.59	1332.28
CG45263_FBgn0266801_Up	chr3R	8475617	8479617	4001	*	4.82740490673037	4.60455095309684	5.02039603702693	-0.00553524677744411	0.778614606033864	0.990459938861429	23.5	25.16	37.91	27.01
CG8172_FBgn0033362_Up	chr2R	9011526	9021032	9507	*	4.51457405963933	4.24781600031777	4.73962036151097	-0.00729212353807811	0.779505595230513	0.990459938861429	6.13	31.87	34.61	18.82
m_FBgn0002577_notChanged	chrX	11752273	11771508	19236	*	0	0	0.295755608539222	-0.0354142720294331	0.78232154233764	0.990459938861429	1.02	0	0	2.46
B-H2_FBgn0004854_notChanged	chrX	17312581	17326175	13595	*	10.0358457556604	10.1046320660521	9.96361486060217	0.00167276980070947	0.78372773620966	0.990459938861429	1131.98	1070.07	1336.58	660.41
CG14658_FBgn0037283_notChanged	chr3R	4828513	4832513	4001	*	10.3403821926801	10.4078177770401	10.2696392547245	0.00164453254158633	0.786933756684539	0.990459938861429	1394.55	1322.49	1648.07	820.81
eIF4H2_FBgn0039797_notChanged	chr3R	30724087	30733165	9079	*	9.00889645779083	9.07968005499175	8.93445997960987	0.00166883137202738	0.78715872395631	0.990459938861429	526.15	556	679	299.52
CG10029_FBgn0037498_notChanged	chr3R	7315207	7319207	4001	*	9.76199940276057	9.82789875070881	9.69294522708302	0.0016293115149044	0.788299290502484	0.990459938861429	1013.47	804.23	1046.52	608.85
CG13891_FBgn0035139_notChanged	chr3L	431906	435906	4001	*	9.42241686630276	9.49161469323912	9.34973206310767	0.00163845284467305	0.789863843396865	0.990459938861429	785.65	654.12	896.55	408.36
Caf1-180_FBgn0030054_notChanged	chrX	8604304	8608304	4001	*	5.61815743710077	5.7510331445375	5.47179047778461	0.00314028228395064	0.791697210583316	0.990459938861429	58.23	49.48	54.39	34.37
exex_FBgn0041156_notChanged	chr3L	7946186	7953563	7378	*	11.0213400299256	11.0865020652154	10.9530950320823	0.00159178873488953	0.793168129236004	0.990459938861429	2242.51	2106.59	2618.78	1346.19
Tspo_FBgn0031263_notChanged	chr2L	557612	581549	23938	*	9.17046730985729	9.24107850310719	9.09622146910423	0.00163187130987488	0.793515690745323	0.990459938861429	534.32	675.92	782.83	311.79
Mef2_FBgn0011656_notChanged	chr2R	9956858	9974780	17923	*	6.41747484225995	5.93919311156015	6.77606007951579	-0.018963974219774	0.795126823548539	0.990459938861429	85.82	36.9	219.19	0
lncRNA:CR46102_FBgn0267771_notChanged	chr3R	25736027	25742465	6439	*	6.71599544915752	6.81212445819563	6.61300104215477	0.00208927270518488	0.795928287685563	0.990459938861429	145.07	79.67	145.03	50.74
rhi_FBgn0004400_notChanged	chr2R	17631516	17635516	4001	*	5.63579437969078	5.16960660680294	5.9875641847095	-0.018352765743882	0.797271442143211	0.990459938861429	13.28	58.7	126.9	0
eyg_FBgn0000625_notChanged	chr3L	12466021	12476428	10408	*	10.1085945970021	10.037722814926	10.1761472476136	-0.00156138477866564	0.798981298662343	0.990459938861429	1131.98	970.27	1611.81	702.15
retn_FBgn0004795_notChanged	chr2R	23630610	23711792	81183	*	12.4965394348377	12.4222150579201	12.5672216579321	-0.00158664676618281	0.799454696066344	0.990459938861429	5297.24	5679.91	8665.55	3472.27
inv_FBgn0001269_notChanged	chr2R	11472465	11511695	39231	*	11.6654994551396	11.7273764743197	11.6008491478031	0.00153326031730873	0.799866740937667	0.990459938861429	3475.64	3305.8	3904.28	2307.75
oc_FBgn0004102_notChanged	chrX	8648681	8652681	4001	*	9.09841602223849	9.16423867248249	9.02944606034912	0.00155188350257565	0.801055289181506	0.990459938861429	553.73	593.74	723.5	321.61
bnl_FBgn0014135_notChanged	chr3R	19834817	19838817	4001	*	4.38728896560036	4.59911354032394	4.13892069028635	0.00681167386879174	0.801078141137249	0.990459938861429	22.48	26	6.59	28.64
al_FBgn0000061_Down	chr2L	376112	389439	13328	*	11.3739145599916	11.4413404109078	11.3031823337589	0.00154845804132615	0.802241623528565	0.990459938861429	2818.72	2743.09	3643.88	1410.02
lab_FBgn0002522_notChanged	chr3R	6676590	6680590	4001	*	10.3985321790528	10.3317993525699	10.4623142215847	-0.00151996650203937	0.802424619809662	0.990459938861429	1299.53	1278.04	1891.98	929.65
dan_FBgn0039286_notChanged	chr3R	25182383	25195776	13394	*	10.7306004772606	10.7992580369251	10.6585115400329	0.00155709327920657	0.80282122601405	0.990459938861429	1880.85	1683.09	2399.59	833.08
stol_FBgn0028863_notChanged	chr2L	15716272	15720272	4001	*	0	0	0	0.0319800255259435	0.806652352972485	0.990459938861429	1.02	0	0	0
Fis1_FBgn0039969_Up	chr2R	5602834	5613586	10753	*	0	0	0	0.0319800255259435	0.806652352972485	0.990459938861429	1.02	0	0	0
Nsf2_FBgn0266464_notChanged	chr3R	13835991	13841934	5944	*	0	0	0	0.0319800255259435	0.806652352972485	0.990459938861429	1.02	0	0	0
CG32641_FBgn0052641_notChanged	chrX	13182478	13186996	4519	*	0	0	0	0.0319800255259435	0.806652352972485	0.990459938861429	1.02	0	0	0
Ac13E_FBgn0022710_notChanged	chrX	15552278	15558045	5768	*	0	0	0	0.0319800255259435	0.806652352972485	0.990459938861429	1.02	0	0	0
Sox102F_FBgn0039938_notChanged	chr4	832393	836393	4001	*	2.63221616330325	2.98160018331859	2.17022472645536	0.0176797158645256	0.807174497914815	0.990459938861429	13.28	2.52	0	9
mid_FBgn0261963_notChanged	chr2L	5459639	5469610	9972	*	11.1808851510396	11.2437910317507	11.1151108354832	0.00148351941287006	0.80812882241059	0.990459938861429	2487.71	2362.36	3073.65	1362.56
CG15269_FBgn0028878_notChanged	chr2L	15107405	15120069	12665	*	10.6410797894195	10.5747123902802	10.7045279311893	-0.00143990488393113	0.815144195848626	0.990459938861429	1592.75	1457.5	2402.89	934.56
CG42541_FBgn0260658_Up	chrX	3928578	3932578	4001	*	1.65071919670715	1.12964139530613	2.03272120270543	-0.0227114320217324	0.816179536998666	0.990459938861429	1.02	3.35	0	8.18
RabX2_FBgn0030200_Up	chrX	10415429	10420219	4791	*	2.33950476981368	1.83825106858184	2.71079310781807	-0.0218042751790636	0.816866754555143	0.990459938861429	7.15	0	0	13.09
caup_FBgn0015919_notChanged	chr3L	12607631	12623798	16168	*	10.5319787961706	10.5885801022546	10.4730658476757	0.00138109853868235	0.819416196159284	0.990459938861429	1644.85	1434.86	1867.26	975.48
Pomp_FBgn0032884_notChanged	chr2L	20785656	20791098	5443	*	8.66101402436472	8.72063930929451	8.59881784577758	0.00139061139808418	0.822071466489959	0.990459938861429	431.13	412.6	537.27	238.14
tun_FBgn0034046_notChanged	chr2R	15792000	15859522	67523	*	12.1793756262717	12.1154040347431	12.2406306385226	-0.00137479859654539	0.824400337616143	0.990459938861429	4400.23	4473.98	6921.89	2757.03
lncRNA:CR45267_FBgn0266805_notChanged	chr2R	8017176	8044529	27354	*	12.9246754554052	12.9845271826607	12.8622328427785	0.00135337158368421	0.826686511483458	0.990459938861429	8395.89	7813.33	10125.74	4766.08
sc_FBgn0004170_notChanged	chrX	394060	399497	5438	*	7.27956356200992	7.19583130888093	7.35870152594312	-0.00155299114369134	0.828498534211404	0.990459938861429	148.14	145.08	252.15	76.11
Prat2_FBgn0041194_notChanged	chr3L	6912876	6916876	4001	*	8.12434334838401	8.18101990901868	8.06534886760273	0.00132379618183054	0.829071879954165	0.990459938861429	333.06	247.39	313.13	222.59
AstC_FBgn0032336_notChanged	chr2L	11079399	11083399	4001	*	0	0	0	0.0280768290742033	0.829435743620566	0.990459938861429	0	0.84	0	0
dac_FBgn0005677_notChanged	chr2L	16483998	16487998	4001	*	7.50247024587342	7.32211163455818	7.6627662370389	-0.00471361202991566	0.830393799535102	0.990459938861429	180.83	139.21	384	21.28
CG32264_FBgn0052264_notChanged	chr3L	3804459	3863692	59234	*	12.1827963298321	12.2394995197998	12.1237729961759	0.00129985469289631	0.832249989571311	0.990459938861429	5067.37	4603.97	6181.91	2743.93
CG6023_FBgn0030912_notChanged	chrX	18319193	18323193	4001	*	4.14141048291649	4.35493328177716	3.89070264545691	0.00869438901228009	0.833036159832207	0.990459938861429	22.48	18.45	29.67	0
nvy_FBgn0005636_Up	chr2R	24273734	24300111	26378	*	6.05129229340142	5.50095960787591	6.4486980985778	-0.0243350776508201	0.835730550523022	0.990459938861429	0	90.57	174.7	0
fd96Ca_FBgn0004897_notChanged	chr3R	25080684	25086878	6195	*	10.988998718327	11.0402430821272	10.9358669131087	0.00124379123069262	0.836799403322927	0.990459938861429	2295.64	1916.22	2557.8	1360.1
CG31459_FBgn0051459_notChanged	chr3R	19838845	19844040	5196	*	5.25142490181982	5.117040383149	5.37435145212956	-0.00301804852767672	0.836832872657907	0.990459938861429	31.67	37.74	44.5	38.46
CG9932_FBgn0262160_Up	chr2L	13058140	13062140	4001	*	7.18425594709083	7.10247675690437	7.26164710648714	-0.00150732277095701	0.838636108138333	0.990459938861429	153.25	121.6	240.62	66.29
ru_FBgn0003295_notChanged	chr3L	1368628	1389437	20810	*	9.77576187751337	9.82829454770263	9.72124382064184	0.00123356495994038	0.839858410516842	0.990459938861429	946.04	872.15	1173.43	514.74
Rsph3_FBgn0052392_Up	chr3L	6761246	6765246	4001	*	4.5414768585424	4.70497589851177	4.35705189580389	0.00486902909059157	0.841355998291965	0.990459938861429	33.71	18.45	9.89	31.1
CG9926_FBgn0038190_notChanged	chr3R	13949138	13953138	4001	*	9.07517993808989	9.02063507280334	9.12773749902309	-0.00121285349717482	0.841387775626973	0.990459938861429	517.97	520.78	728.45	390.35
eya_FBgn0000320_notChanged	chr2L	6544976	6548976	4001	*	10.2120187105544	10.1562819510289	10.2656820059662	-0.00121950589403306	0.841742670527331	0.990459938861429	1149.35	1132.96	1735.42	726.7
CG3690_FBgn0040350_notChanged	chrX	949900	953900	4001	*	1.13642147719834	0.61585864724539	1.51814802987567	-0.0239948648157055	0.842412445658476	0.990459938861429	3.06	0	0	5.73
c11.1_FBgn0040236_notChanged	chrX	9281117	9305636	24520	*	11.350681673726	11.4008967642167	11.2986555491971	0.00119714054158375	0.843224900458937	0.990459938861429	2877.98	2530.09	3365.36	1672.71
Act57B_FBgn0000044_Up	chr2R	20942021	20948431	6411	*	8.7234357863848	8.66625844228476	8.77843318194661	-0.0011974151676219	0.846151073376235	0.990459938861429	430.11	382.41	611.43	266.78
nab_FBgn0259986_Down	chr3L	4158932	4162932	4001	*	3.14529236168026	3.36241990238385	2.88959665879989	0.00963514522667092	0.846395309606783	0.990459938861429	7.15	13.42	13.18	1.64
lncRNA:CR45147_FBgn0266640_notChanged	chr2R	18207520	18212805	5286	*	7.79881247606752	7.85283691014791	7.74268602614712	0.00122240629480353	0.847617690236726	0.990459938861429	230.89	231.46	290.06	138.3
mod(mdg4)_FBgn0002781_notChanged	chr3R	21375401	21383970	8570	*	10.8233734313466	10.8713043793298	10.7737951783557	0.00114932256256352	0.849207623762493	0.990459938861429	1893.11	1853.33	2353.44	1148.15
D_FBgn0000411_notChanged	chr3L	14176620	14180620	4001	*	10.0873345110013	10.0364135661894	10.1365192707428	-0.00113219029912713	0.852020563030099	0.990459938861429	1116.66	983.69	1539.3	711.97
comm_FBgn0010105_notChanged	chr3L	15726430	15730430	4001	*	6.10941350898758	6.01037262059972	6.20208983711797	-0.00195097710794402	0.852808469009943	0.990459938861429	97.06	31.87	110.42	36.83
CG9886_FBgn0031428_notChanged	chr2L	2418830	2461823	42994	*	12.4118716509705	12.3568388775218	12.4648820630199	-0.00115410905021899	0.853974931360032	0.990459938861429	5335.04	5155.77	8347.48	2959.16
fd96Cb_FBgn0004898_notChanged	chr3R	25093012	25105617	12606	*	10.3422650738878	10.3873889405055	10.2956841507208	0.00108879235585601	0.856803442817104	0.990459938861429	1508.97	1169.86	1643.13	870.73
lncRNA:CR43252_FBgn0262897_notChanged	chr3R	6902682	6906682	4001	*	10.0556796667502	10.1039099637992	10.0057810640198	0.00109909392090036	0.858444859564372	0.990459938861429	1069.66	1131.29	1499.74	556.48
CG9568_FBgn0032087_notChanged	chr2L	9008583	9016149	7567	*	4.29509049086844	3.83825106858184	4.64153044538095	-0.0206512267159782	0.860056646834661	0.990459938861429	28.61	0	0	49.92
H15_FBgn0016660_notChanged	chr2L	5402280	5418593	16314	*	12.1154603976586	12.1619049258978	12.0674708077774	0.00106726058090673	0.861079621607751	0.990459938861429	4637.25	4527.66	5890.2	2694.01
AOX4_FBgn0038350_notChanged	chr3R	15550833	15554833	4001	*	6.9010869521646	6.82147027222245	6.97653874221754	-0.0014450983928809	0.861627184111078	0.990459938861429	97.06	129.15	210.95	40.92
hh_FBgn0004644_Down	chr3R	23139906	23143906	4001	*	9.69463117568555	9.73861873491486	9.64926015002726	0.00102648468885471	0.866419114635867	0.990459938861429	830.6	878.02	1125.63	480.37
Fbp1_FBgn0000639_Down	chr3L	14096053	14100053	4001	*	4.73400237965478	4.8550150585066	4.60190208779867	0.00374874725711905	0.868150809075556	0.990459938861429	23.5	34.38	41.2	7.37
lncRNA:CR44917_FBgn0266222_notChanged	chr2L	21853094	21871759	18666	*	10.9429403840438	10.8921071189572	10.9920433368976	-0.00104697726499715	0.8683935952742	0.990459938861429	1808.31	1992.54	3162.65	910.83
CG34038_FBgn0054038_notChanged	chr2R	25165659	25171855	6197	*	5.86069810119777	6.07738704576922	5.60561087112601	0.00976938265851571	0.869993591119997	0.990459938861429	103.19	31.87	0	97.38
Cyp9h1_FBgn0033775_notChanged	chr2R	12840558	12844558	4001	*	4.57725587433147	4.69860859585102	4.44475022311599	0.00364834021035537	0.872815684487047	0.990459938861429	18.39	33.54	26.37	17.19
lncRNA:CR44526_FBgn0265719_notChanged	chr3L	8690703	8695191	4489	*	6.97311964063116	6.90185877434747	7.04102568749787	-0.00128756127766396	0.87297019444	0.990459938861429	122.6	116.57	219.19	44.19
