chrom	start	end	insNOnub	insSUMOnub
chr2R	10528000	10529000	0.355857014656067	0.277494996786118
chr2R	10559000	10560000	-0.421418011188507	-0.53932797908783
chr2R	10561000	10562000	-0.264560014009476	-0.378291010856628
chr2R	10579000	10580000	1.16002297401428	1.14346599578857
chr2R	10599000	10600000	1.0317929983139	0.924197018146515
chr2R	10626000	10627000	0.684539973735809	0.635249018669128
chr2R	10635000	10636000	0.742554008960724	0.710934996604919
chr2R	10657000	10658000	0.332807004451752	0.380088001489639
chr2R	10667000	10668000	0.409662008285522	0.449723988771439
chr2R	10805000	10806000	-0.3401859998703	-0.362462013959885
chr2R	10806000	10807000	-0.3401859998703	-0.362462013959885
chr2R	10849000	10850000	-0.259056985378265	-0.0652310028672218
chr2R	10850000	10851000	-0.259056985378265	-0.0652310028672218
chr2R	10873000	10874000	-0.285838007926941	-0.282911002635956
chr2R	10874000	10875000	-0.285838007926941	-0.282911002635956
chr2R	10903000	10904000	-0.353579998016357	-0.333003014326096
chr2R	11026000	11027000	0.177922993898392	0.0347290001809597
chr2R	11121000	11122000	-0.308313012123108	-0.372027009725571
chr2R	11122000	11123000	-0.308313012123108	-0.372027009725571
chr2R	11129000	11130000	-0.0296209994703531	-0.0821869969367981
chr2R	11132000	11133000	-0.0152820004150271	0.0134629998356104
chr2R	11172000	11173000	-0.16593499481678	-0.157826006412506
chr2R	11173000	11174000	-0.16593499481678	-0.157826006412506
chr2R	11204000	11205000	0.029526000842452	0.021059999242425
chr2R	11223000	11224000	-0.434554010629654	-0.347739011049271
chr2R	11263000	11264000	-0.405779987573624	-0.412553995847702
chr2R	11272000	11273000	-0.348690986633301	-0.361995995044708
chr2R	11304000	11305000	-0.330372989177704	-0.325435012578964
chr2R	11307000	11308000	-0.3038469851017	-0.293756008148193
chr2R	11351000	11352000	-0.561208009719849	-0.463899999856949
chr2R	11364000	11365000	-0.65633100271225	-0.359405994415283
chr2R	11388000	11389000	-0.267010003328323	-0.228441998362541
chr2R	11406000	11407000	0.0230710003525019	0.0754730030894279
chr2R	11451000	11452000	-0.693548977375031	-0.680060029029846
chr2R	11465000	11466000	-0.307051002979279	-0.329593002796173
chr2R	11474000	11475000	-0.212267994880676	-0.190320998430252
chr2R	11475000	11476000	-0.212267994880676	-0.190320998430252
chr2R	11581000	11582000	-0.542783975601196	-0.492920011281967
chr2R	11582000	11583000	-0.542783975601196	-0.492920011281967
chr2R	11623000	11624000	0.283612012863159	0.164715006947517
chr2R	11624000	11625000	0.283612012863159	0.164715006947517
chr2R	11650000	11651000	0.0116499997675419	-0.130567997694016
chr2R	11710000	11711000	-0.43707799911499	-0.225408002734184
chr2R	11889000	11890000	-0.719026029109955	-0.81987202167511
chr2R	11908000	11909000	-0.320122003555298	-0.243580996990204
chr2R	11965000	11966000	-0.379346996545792	-0.392369002103806
chr2R	11966000	11967000	-0.379346996545792	-0.392369002103806
chr2R	12026000	12027000	-0.413334995508194	-0.522478997707367
chr2R	12045000	12046000	-0.821371972560883	-0.658433973789215
chr2R	12131000	12132000	-0.733385980129242	-0.712134003639221
chr2R	12132000	12133000	-0.733385980129242	-0.712134003639221
chr2R	12173000	12174000	-0.045694999396801	-0.147511005401611
chr2R	12174000	12175000	-0.045694999396801	-0.147511005401611
chr2R	12200000	12201000	-0.678381025791168	-0.685698986053467
chr2R	12201000	12202000	-0.678381025791168	-0.685698986053467
chr2R	12245000	12246000	-0.271162986755371	-0.293693989515305
chr2R	12246000	12247000	-0.271162986755371	-0.293693989515305
chr2R	12317000	12318000	-0.761332988739014	-0.7482950091362
chr2R	12318000	12319000	-0.761332988739014	-0.7482950091362
chr2R	12344000	12345000	-0.456465989351273	-0.451420992612839
chr2R	12346000	12347000	-0.449871003627777	-0.444936990737915
chr2R	12411000	12412000	-0.502438008785248	-0.433531999588013
chr2R	12454000	12455000	-0.300518989562988	-0.446642994880676
chr2R	12509000	12510000	-0.0934280008077621	-0.222754001617432
chr2R	12511000	12512000	-0.0849459990859032	-0.170881003141403
chr2R	12531000	12532000	-0.000102999998489395	-0.0152439996600151
chr2R	12532000	12533000	-0.000102999998489395	-0.0152439996600151
chr2R	12568000	12569000	0.115516997873783	-0.0195899996906519
chr2R	12613000	12614000	-0.307967990636826	-0.317499995231628
chr2R	12667000	12668000	-0.186842992901802	-0.0717670023441315
chr2R	12668000	12669000	-0.186842992901802	-0.0717670023441315
chr2R	12677000	12678000	-0.169213995337486	-0.0963229984045029
chr2R	12678000	12679000	-0.169213995337486	-0.0963229984045029
chr2R	12703000	12704000	-0.108884997665882	0.0125890001654625
chr2R	12704000	12705000	-0.108884997665882	0.0125890001654625
chr2R	12705000	12706000	-0.0587520003318787	0.0414029993116856
chr2R	12712000	12713000	0.0819090008735657	0.167750000953674
chr2R	12744000	12745000	-0.146377995610237	-0.137504994869232
chr2R	12745000	12746000	-0.146377995610237	-0.137504994869232
chr2R	12786000	12787000	0.151115998625755	0.245781004428864
chr2R	12795000	12796000	0.175972998142242	0.25544199347496
chr2R	12816000	12817000	0.271252989768982	0.233215004205704
chr2R	12825000	12826000	0.236166998744011	0.200958997011185
chr2R	12852000	12853000	-0.321015000343323	-0.551999986171722
chr2R	12867000	12868000	-0.460738986730576	-0.744660019874573
chr2R	12915000	12916000	-0.322741985321045	-0.22019200026989
chr2R	12916000	12917000	-0.322741985321045	-0.22019200026989
chr2R	12946000	12947000	-0.208657994866371	-0.311998009681702
chr2R	12947000	12948000	-0.208657994866371	-0.311998009681702
chr2R	13042000	13043000	-0.939032018184662	-0.787010014057159
chr2R	13043000	13044000	-0.939032018184662	-0.787010014057159
chr2R	13113000	13114000	-0.840834975242615	-0.288367986679077
chr2R	13114000	13115000	-0.840834975242615	-0.288367986679077
chr2R	13170000	13171000	-0.175821006298065	-0.133053004741669
chr2R	13171000	13172000	-0.175821006298065	-0.133053004741669
chr2R	13199000	13200000	-0.0899109989404678	-0.0448319986462593
chr2R	13202000	13203000	-0.0812890008091927	-0.0374290011823177
chr2R	13241000	13242000	-0.871567010879517	-0.762203991413116
chr2R	13242000	13243000	-0.871567010879517	-0.762203991413116
chr2R	13407000	13408000	-0.568538010120392	-0.53932797908783
chr2R	13414000	13415000	-0.524074971675873	-0.335133999586105
chr2R	13448000	13449000	-0.214460000395775	-0.222200006246567
chr2R	13449000	13450000	-0.214460000395775	-0.222200006246567
chr2R	13482000	13483000	-0.184331998229027	-0.26529398560524
chr2R	13508000	13509000	-0.352481991052628	-0.335727989673615
chr2R	13538000	13539000	-0.254007995128632	-0.235358998179436
chr2R	13558000	13559000	-0.428196012973785	-0.347867995500565
chr2R	13598000	13599000	-0.684583008289337	-0.401131987571716
chr2R	13599000	13600000	-0.684583008289337	-0.401131987571716
chr2R	13732000	13733000	-0.4081090092659	-0.449741989374161
chr2R	13733000	13734000	-0.4081090092659	-0.449741989374161
chr2R	13825000	13826000	-0.414968013763428	-0.380708992481232
chr2R	13826000	13827000	-0.414968013763428	-0.380708992481232
chr2R	13941000	13942000	-0.664000988006592	-0.57576197385788
chr2R	13964000	13965000	-0.638103008270264	-0.673846006393433
chr2R	13989000	13990000	-0.354793012142181	-0.45805099606514
chr2R	13991000	13992000	-0.339116007089615	-0.429729998111725
chr2R	14017000	14018000	0.97775399684906	0.932321012020111
chr2R	14018000	14019000	0.97775399684906	0.932321012020111
chr2R	14098000	14099000	0.86728298664093	0.851915001869202
chr2R	14107000	14108000	0.884658992290497	0.902315020561218
chr2R	14140000	14141000	-0.398234009742737	-0.440548986196518
chr2R	14141000	14142000	-0.398234009742737	-0.440548986196518
chr2R	14173000	14174000	-0.599843978881836	-0.536908984184265
chr2R	14216000	14217000	-0.418404996395111	-0.577058970928192
chr2R	14275000	14276000	-0.401841998100281	-0.359777987003326
chr2R	14276000	14277000	-0.401841998100281	-0.359777987003326
chr2R	14301000	14302000	-0.124958999454975	-0.119558997452259
chr2R	14302000	14303000	-0.124958999454975	-0.119558997452259
chr2R	14331000	14332000	0.0138130001723766	0.0693449974060059
chr2R	14357000	14358000	-0.208292007446289	-0.251008003950119
chr2R	14392000	14393000	0.277161985635757	0.351069986820221
chr2R	14403000	14404000	0.191201001405716	0.195435002446175
chr2R	14423000	14424000	-0.300586998462677	-0.310341000556946
chr2R	14433000	14434000	-0.198289006948471	-0.20422700047493
chr2R	14471000	14472000	0.287162005901337	0.190604001283646
chr2R	14479000	14480000	0.109876997768879	0.00154600001405925
chr2R	14519000	14520000	-0.534475982189178	-0.582369029521942
chr2R	14524000	14525000	-0.507146000862122	-0.585434019565582
chr2R	14623000	14624000	-0.554482996463776	-0.599586009979248
chr2R	14624000	14625000	-0.554482996463776	-0.599586009979248
chr2R	14744000	14745000	-0.374464005231857	-0.385511994361877
chr2R	14745000	14746000	-0.374464005231857	-0.385511994361877
chr2R	14772000	14773000	-0.365749001502991	-0.373605012893677
chr2R	14773000	14774000	-0.365749001502991	-0.373605012893677
chr2R	14841000	14842000	-0.292836993932724	-0.356211006641388
chr2R	14842000	14843000	-0.292836993932724	-0.356211006641388
chr2R	14878000	14879000	-0.392300009727478	-0.248877003788948
chr2R	14879000	14880000	-0.392300009727478	-0.248877003788948
chr2R	14884000	14885000	0.0973339974880219	0.183062002062798
chr2R	14899000	14900000	0.339745998382568	0.35155200958252
chr2R	14933000	14934000	-0.166756004095078	-0.194113999605179
chr2R	14934000	14935000	-0.166756004095078	-0.194113999605179
chr2R	14961000	14962000	-0.606122016906738	-0.748422980308533
chr2R	14962000	14963000	-0.606122016906738	-0.748422980308533
chr2R	14997000	14998000	-0.502637982368469	-0.287461996078491
chr2R	14998000	14999000	-0.502637982368469	-0.287461996078491
chr2R	15009000	15010000	-0.39087900519371	-0.220163002610207
chr2R	15017000	15018000	-0.106820002198219	0.0177200008183718
chr2R	15087000	15088000	0.366299003362656	0.346240997314453
chr2R	15091000	15092000	0.295727014541626	0.314509004354477
chr2R	15115000	15116000	-0.439666986465454	-0.396562993526459
chr2R	15128000	15129000	0.287517011165619	0.130849003791809
chr2R	15152000	15153000	-0.679022014141083	-0.694119989871979
chr2R	15153000	15154000	-0.679022014141083	-0.694119989871979
chr2R	15194000	15195000	-0.434168994426727	-0.36777201294899
chr2R	15195000	15196000	-0.434168994426727	-0.36777201294899
chr2R	15216000	15217000	-0.166761994361877	-0.337644010782242
chr2R	15217000	15218000	-0.166761994361877	-0.337644010782242
chr2R	15243000	15244000	-0.359773993492126	-0.417502999305725
chr2R	15253000	15254000	-0.475587010383606	-0.42263799905777
chr2R	15305000	15306000	-0.315454006195068	-0.290877014398575
chr2R	15306000	15307000	-0.315454006195068	-0.290877014398575
chr2R	15339000	15340000	-0.52019602060318	-0.6440150141716
chr2R	15346000	15347000	-0.391714990139008	-0.541308999061584
chr2R	15393000	15394000	-0.272549003362656	-0.319218993186951
chr2R	15394000	15395000	-0.272549003362656	-0.319218993186951
chr2R	15510000	15511000	-0.407103985548019	-0.402453988790512
chr2R	15511000	15512000	-0.407103985548019	-0.402453988790512
chr2R	15531000	15532000	-0.361483991146088	-0.391757994890213
chr2R	15532000	15533000	-0.361483991146088	-0.391757994890213
chr2R	15576000	15577000	-0.33653199672699	-0.21747599542141
chr2R	15577000	15578000	-0.33653199672699	-0.21747599542141
chr2R	15583000	15584000	-0.421214014291763	-0.393720000982285
chr2R	15584000	15585000	-0.421214014291763	-0.393720000982285
chr2R	15675000	15676000	-0.395621001720428	-0.349860012531281
chr2R	15676000	15677000	-0.395621001720428	-0.349860012531281
chr2R	15697000	15698000	-0.258567988872528	-0.224594995379448
chr2R	15698000	15699000	-0.258567988872528	-0.224594995379448
chr2R	15816000	15817000	-0.277579009532928	-0.316071003675461
chr2R	15817000	15818000	-0.277579009532928	-0.316071003675461
chr2R	15847000	15848000	-0.572245001792908	-0.62238597869873
chr2R	15848000	15849000	-0.572245001792908	-0.62238597869873
chr2R	15920000	15921000	-0.582926988601685	-0.51172000169754
chr2R	15931000	15932000	-0.847590982913971	-0.920087993144989
chr2R	15972000	15973000	-0.0888840034604073	-0.064350999891758
chr2R	15973000	15974000	-0.0888840034604073	-0.064350999891758
chr2R	15987000	15988000	-0.197806000709534	-0.232473000884056
chr2R	15988000	15989000	-0.197806000709534	-0.232473000884056
chr2R	16017000	16018000	-0.293543010950089	-0.30579799413681
chr2R	16018000	16019000	-0.293543010950089	-0.30579799413681
chr2R	16095000	16096000	-0.578715026378632	-0.479395002126694
chr2R	16103000	16104000	-0.385641992092133	-0.399906009435654
chr2R	16123000	16124000	-0.44250699877739	-0.395489007234573
chr2R	16138000	16139000	-0.452059000730515	-0.538447022438049
chr2R	16177000	16178000	-0.213349997997284	-0.225344002246857
chr2R	16220000	16221000	-0.409049987792969	-0.559593975543976
chr2R	16279000	16280000	-0.550392985343933	-0.310514986515045
chr2R	16280000	16281000	-0.550392985343933	-0.310514986515045
chr2R	16350000	16351000	-0.579559981822968	-0.532104015350342
chr2R	16351000	16352000	-0.579559981822968	-0.532104015350342
chr2R	16514000	16515000	-0.235544994473457	-0.263307005167007
chr2R	16549000	16550000	0.0493840016424656	0.030519999563694
chr2R	16568000	16569000	-0.663021981716156	-0.609974026679993
chr2R	16594000	16595000	-0.672567009925842	-0.735850989818573
chr2R	16768000	16769000	-0.244690001010895	-0.14410600066185
chr2R	16769000	16770000	-0.244690001010895	-0.14410600066185
chr2R	16802000	16803000	-0.232070997357368	-0.187823995947838
chr2R	16803000	16804000	-0.232070997357368	-0.187823995947838
chr2R	16871000	16872000	-0.81842702627182	-0.734926998615265
chr2R	16872000	16873000	-0.81842702627182	-0.734926998615265
chr2R	16990000	16991000	-0.469756007194519	-0.323255985975266
chr2R	16991000	16992000	-0.469756007194519	-0.323255985975266
chr2R	17061000	17062000	-0.114001996815205	-0.0591519996523857
chr2R	17062000	17063000	-0.114001996815205	-0.0591519996523857
chr2R	17098000	17099000	-0.79933500289917	-0.765700995922089
chr2R	17099000	17100000	-0.79933500289917	-0.765700995922089
chr2R	17178000	17179000	-0.301234006881714	-0.117601998150349
chr2R	17180000	17181000	-0.306082010269165	-0.121150001883507
chr2R	17388000	17389000	-0.81617397069931	-0.862258970737457
chr2R	17389000	17390000	-0.81617397069931	-0.862258970737457
chr2R	17443000	17444000	-0.3471460044384	-0.190207004547119
chr2R	17470000	17471000	-0.104257002472878	-0.138303995132446
chr2R	17513000	17514000	-0.0231340005993843	-0.0453750006854534
chr2R	17514000	17515000	-0.0231340005993843	-0.0453750006854534
chr2R	17532000	17533000	-0.209897994995117	-0.212323993444443
chr2R	17533000	17534000	-0.209897994995117	-0.212323993444443
chr2R	17593000	17594000	-0.510631024837494	-0.628970980644226
chr2R	17594000	17595000	-0.510631024837494	-0.628970980644226
chr2R	17658000	17659000	-0.408856004476547	-0.309682011604309
chr2R	17659000	17660000	-0.408856004476547	-0.309682011604309
chr2R	17683000	17684000	-0.199667006731033	-0.331072986125946
chr2R	17684000	17685000	-0.199667006731033	-0.331072986125946
chr2R	17700000	17701000	-0.155021995306015	-0.171023994684219
chr2R	17701000	17702000	-0.155021995306015	-0.171023994684219
chr2R	17720000	17721000	-0.128921002149582	-0.193203002214432
chr2R	17721000	17722000	-0.128921002149582	-0.193203002214432
chr2R	17792000	17793000	-0.606921970844269	-0.727002024650574
chr2R	17793000	17794000	-0.606921970844269	-0.727002024650574
chr2R	17848000	17849000	-0.175966992974281	-0.124030999839306
chr2R	17875000	17876000	-1.20365405082703	-0.942402005195618
chr2R	18074000	18075000	-0.41736701130867	-0.178421005606651
chr2R	18087000	18088000	-0.206407994031906	-0.167803004384041
chr2R	18124000	18125000	-0.283908009529114	-0.306023001670837
chr2R	18125000	18126000	-0.283908009529114	-0.306023001670837
chr2R	18182000	18183000	-0.535992026329041	-0.577221989631653
chr2R	18183000	18184000	-0.535992026329041	-0.577221989631653
chr2R	18306000	18307000	0.603779017925262	0.535601019859314
chr2R	18314000	18315000	0.671416997909546	0.587580978870392
chr2R	18351000	18352000	0.269652992486954	0.330808997154236
chr2R	18370000	18371000	-0.1492879986763	0.127847000956535
chr2R	18411000	18412000	-0.678161025047302	-0.605305016040802
chr2R	18412000	18413000	-0.678161025047302	-0.605305016040802
chr2R	18454000	18455000	-0.296059995889664	-0.362217992544174
chr2R	18455000	18456000	-0.296059995889664	-0.362217992544174
chr2R	18484000	18485000	0.192589998245239	0.166006997227669
chr2R	18496000	18497000	0.195085003972054	0.21968799829483
chr2R	18551000	18552000	-0.708172976970673	-0.659557998180389
chr2R	18611000	18612000	-0.316588997840881	-0.228181004524231
chr2R	18638000	18639000	-0.226447999477386	-0.350147008895874
chr2R	18661000	18662000	-0.477733999490738	-0.381332010030746
chr2R	18687000	18688000	-0.400287002325058	-0.412045001983643
chr2R	18688000	18689000	-0.400287002325058	-0.412045001983643
chr2R	18798000	18799000	-0.302145004272461	-0.277083992958069
chr2R	18807000	18808000	-0.430543005466461	-0.425965011119843
chr2R	18858000	18859000	-0.461551994085312	-0.502898991107941
chr2R	18859000	18860000	-0.461551994085312	-0.502898991107941
chr2R	18875000	18876000	-0.444781988859177	-0.399585008621216
chr2R	18876000	18877000	-0.444781988859177	-0.399585008621216
chr2R	18971000	18972000	-0.360947012901306	-0.334039986133575
chr2R	18983000	18984000	-0.811486005783081	-0.691187024116516
chr2R	19127000	19128000	-0.450451999902725	-0.397204995155334
chr2R	19144000	19145000	-0.322277009487152	-0.312164008617401
chr2R	19164000	19165000	-0.318172991275787	-0.2014269977808
chr2R	19165000	19166000	-0.318172991275787	-0.2014269977808
chr2R	19226000	19227000	-0.280526995658875	-0.30206298828125
chr2R	19227000	19228000	-0.280526995658875	-0.30206298828125
chr2R	19251000	19252000	-0.624791026115417	-0.658267021179199
chr2R	19252000	19253000	-0.624791026115417	-0.658267021179199
chr2R	19284000	19285000	-0.484286993741989	-0.490622013807297
chr2R	19285000	19286000	-0.484286993741989	-0.490622013807297
chr2R	19314000	19315000	-0.369913011789322	-0.356054991483688
chr2R	19315000	19316000	-0.369913011789322	-0.356054991483688
chr2R	19350000	19351000	-0.451909989118576	-0.262582987546921
chr2R	19351000	19352000	-0.451909989118576	-0.262582987546921
chr2R	19424000	19425000	-0.739942014217377	-0.691358983516693
chr2R	19466000	19467000	-0.17331600189209	-0.0473119989037514
chr2R	19504000	19505000	-0.402413994073868	-0.43572598695755
chr2R	19505000	19506000	-0.402413994073868	-0.43572598695755
chr2R	19613000	19614000	-0.0501599982380867	0.00928600039333105
chr2R	19917000	19918000	-0.0556150004267693	0.0438230000436306
chr2R	20202000	20203000	-0.81004798412323	-0.446265995502472
chr2R	20203000	20204000	-0.81004798412323	-0.446265995502472
chr2R	20244000	20245000	-0.215318992733955	-0.252759009599686
chr2R	20254000	20255000	-0.296222001314163	-0.393355011940002
chr2R	20278000	20279000	-0.132232993841171	-0.230314001441002
chr2R	20279000	20280000	-0.132232993841171	-0.230314001441002
chr2R	20337000	20338000	-0.559208989143372	-0.810064017772675
chr2R	20338000	20339000	-0.559208989143372	-0.810064017772675
chr2R	20366000	20367000	-0.309280008077621	-0.310840010643005
chr2R	20376000	20377000	-0.274257004261017	-0.277108013629913
chr2R	20587000	20588000	-0.403043001890182	-0.443455010652542
chr2R	20588000	20589000	-0.403043001890182	-0.443455010652542
chr2R	20616000	20617000	-0.279343992471695	-0.31182000041008
chr2R	20617000	20618000	-0.279343992471695	-0.31182000041008
chr2R	20678000	20679000	-0.875440001487732	-0.846499025821686
chr2R	20680000	20681000	-0.901542007923126	-0.859323024749756
chr2R	20735000	20736000	-0.448273003101349	-0.329297006130219
chr2R	20745000	20746000	-0.358031988143921	-0.26349800825119
chr2R	20812000	20813000	-0.724515974521637	-0.673114001750946
chr2R	20813000	20814000	-0.724515974521637	-0.673114001750946
chr2R	20865000	20866000	-0.169446006417274	-0.118584997951984
chr2R	20866000	20867000	-0.169446006417274	-0.118584997951984
chr2R	20883000	20884000	-0.301108002662659	-0.245359003543854
chr2R	20884000	20885000	-0.301108002662659	-0.245359003543854
chr2R	20985000	20986000	-0.520326018333435	-0.197733998298645
chr2R	20986000	20987000	-0.520326018333435	-0.197733998298645
chr2R	21022000	21023000	-0.0902639999985695	-0.10224399715662
chr2R	21023000	21024000	-0.0902639999985695	-0.10224399715662
chr2R	21056000	21057000	-0.606839001178741	-0.602307975292206
chr2R	21057000	21058000	-0.606839001178741	-0.602307975292206
chr2R	21124000	21125000	0.124095000326633	0.124989002943039
chr2R	21125000	21126000	0.124095000326633	0.124989002943039
chr2R	21137000	21138000	-0.0507339984178543	-0.124032996594906
chr2R	21158000	21159000	-0.0179900005459785	-0.118610002100468
chr2R	21182000	21183000	-0.113549001514912	-0.248032003641129
chr2R	21200000	21201000	-0.374296009540558	-0.309394001960754
chr2R	21258000	21259000	-0.306867003440857	-0.220341995358467
chr2R	21259000	21260000	-0.306867003440857	-0.220341995358467
chr2R	21292000	21293000	-0.236435994505882	-0.269369006156921
chr2R	21293000	21294000	-0.236435994505882	-0.269369006156921
chr2R	21347000	21348000	-0.0563419982790947	-0.103510998189449
chr2R	21348000	21349000	-0.0563419982790947	-0.103510998189449
chr2R	21384000	21385000	-0.206908002495766	-0.160084992647171
chr2R	21385000	21386000	-0.206908002495766	-0.160084992647171
chr2R	21480000	21481000	-0.190237998962402	-0.252948999404907
chr2R	21481000	21482000	-0.190237998962402	-0.252948999404907
chr2R	21518000	21519000	-0.277723997831345	-0.259954988956451
chr2R	21535000	21536000	-0.1458919942379	-0.14894899725914
chr2R	21559000	21560000	0.0936810001730919	0.0824239999055862
chr2R	21569000	21570000	-0.0711970031261444	0.101548999547958
chr2R	21616000	21617000	-0.576771974563599	-0.315768003463745
chr2R	21617000	21618000	-0.576771974563599	-0.315768003463745
chr2R	21659000	21660000	-0.0931069999933243	-0.156812995672226
chr2R	21660000	21661000	-0.0931069999933243	-0.156812995672226
chr2R	21687000	21688000	0.0365400016307831	-0.0511000007390976
chr2R	21688000	21689000	0.0365400016307831	-0.0511000007390976
chr2R	21728000	21729000	0.0417560003697872	-0.0683159977197647
chr2R	21729000	21730000	0.0417560003697872	-0.0683159977197647
chr2R	21734000	21735000	-0.366883009672165	-0.396304994821548
chr2R	21741000	21742000	-0.260760992765427	-0.282068997621536
chr2R	21811000	21812000	-0.127973005175591	-0.130270004272461
chr2R	21812000	21813000	-0.127973005175591	-0.130270004272461
chr2R	22057000	22058000	-0.494536012411118	-0.587417006492615
chr2R	22058000	22059000	-0.494536012411118	-0.587417006492615
chr2R	22120000	22121000	-0.763212025165558	-0.47434601187706
chr2R	22134000	22135000	-0.398517996072769	-0.359524995088577
chr2R	22178000	22179000	-0.104423001408577	-0.12780399620533
chr2R	22179000	22180000	-0.104423001408577	-0.12780399620533
chr2R	22231000	22232000	-0.529712021350861	-0.397282004356384
chr2R	22232000	22233000	-0.529712021350861	-0.397282004356384
chr2R	22289000	22290000	-0.146592006087303	-0.149138003587723
chr2R	22317000	22318000	-0.670538008213043	-0.633222997188568
chr2R	22352000	22353000	0.211650997400284	0.0244679991155863
chr2R	22358000	22359000	0.13781900703907	0.0117220003157854
chr2R	22369000	22370000	-0.421597003936768	-0.549394011497498
chr2R	22370000	22371000	-0.421597003936768	-0.549394011497498
chr2R	22411000	22412000	-0.079535000026226	-0.23259699344635
chr2R	22430000	22431000	-0.512288987636566	-0.422520995140076
chr2R	22519000	22520000	-0.124251000583172	-0.0766780003905296
chr2R	22527000	22528000	-0.0788860023021698	-0.103159002959728
chr2R	22562000	22563000	0.120598003268242	-0.0645439997315407
chr2R	22563000	22564000	0.120598003268242	-0.0645439997315407
chr2R	22582000	22583000	0.539026975631714	0.494374990463257
chr2R	22589000	22590000	0.476240992546082	0.459944993257523
chr2R	22593000	22594000	-0.131413996219635	-0.150641992688179
chr2R	22594000	22595000	-0.131413996219635	-0.150641992688179
chr2R	22645000	22646000	-0.0755759999155998	-0.126809000968933
chr2R	22646000	22647000	-0.0755759999155998	-0.126809000968933
chr2R	22674000	22675000	-0.412566989660263	-0.375919997692108
chr2R	22675000	22676000	-0.412566989660263	-0.375919997692108
chr2R	22700000	22701000	-0.115580998361111	-0.14028699696064
chr2R	22701000	22702000	-0.115580998361111	-0.14028699696064
chr2R	22726000	22727000	-0.0954179987311363	-0.142499998211861
chr2R	22745000	22746000	-0.403416991233826	-0.46654999256134
chr2R	22884000	22885000	-0.256994992494583	-0.279179006814957
chr2R	22885000	22886000	-0.256994992494583	-0.279179006814957
chr2R	22942000	22943000	-0.482327997684479	-0.485053986310959
chr2R	22943000	22944000	-0.482327997684479	-0.485053986310959
chr2R	22956000	22957000	-0.0523829981684685	-0.1059740036726
chr2R	22969000	22970000	0.0778300017118454	0.14240700006485
chr2R	22998000	22999000	-0.594874978065491	-0.530113995075226
chr2R	22999000	23000000	-0.594874978065491	-0.530113995075226
chr2R	23043000	23044000	-0.441199004650116	-0.428510010242462
chr2R	23081000	23082000	-0.479755997657776	-0.390031009912491
chr2R	23347000	23348000	-0.608934998512268	-0.618604004383087
chr2R	23348000	23349000	-0.608934998512268	-0.618604004383087
chr2R	23379000	23380000	-0.0780299976468086	0.0180409997701645
chr2R	23398000	23399000	0.00764499977231026	0.0793929994106293
chr2R	23524000	23525000	0.156798005104065	0.166390001773834
chr2R	23566000	23567000	-0.405557006597519	-0.277906000614166
chr2R	23618000	23619000	-0.202904999256134	-0.120388999581337
chr2R	23619000	23620000	-0.202904999256134	-0.120388999581337
chr2R	23656000	23657000	-0.657921016216278	-0.463685005903244
chr2R	23657000	23658000	-0.657921016216278	-0.463685005903244
chr2R	23710000	23711000	-0.313068985939026	-0.35029399394989
chr2R	23711000	23712000	-0.313068985939026	-0.35029399394989
chr2R	23745000	23746000	-0.425559014081955	-0.29542800784111
chr2R	23746000	23747000	-0.425559014081955	-0.29542800784111
chr2R	23822000	23823000	-0.732164978981018	-0.306037992238998
chr2R	23823000	23824000	-0.732164978981018	-0.306037992238998
chr2R	23839000	23840000	-0.862963020801544	-0.85096400976181
chr2R	23840000	23841000	-0.862963020801544	-0.85096400976181
chr2R	23860000	23861000	-0.170561000704765	-0.22291299700737
chr2R	23861000	23862000	-0.170561000704765	-0.22291299700737
chr2R	23909000	23910000	0.269618988037109	0.282662987709045
chr2R	23924000	23925000	0.296366989612579	0.336077004671097
chr2R	23943000	23944000	0.131248995661736	0.101208001375198
chr2R	23944000	23945000	0.131248995661736	0.101208001375198
chr2R	23967000	23968000	-0.0711970031261444	-0.102000996470451
chr2R	23968000	23969000	-0.0711970031261444	-0.102000996470451
chr2R	24022000	24023000	-0.305491000413895	-0.255589008331299
chr2R	24023000	24024000	-0.305491000413895	-0.255589008331299
chr2R	24064000	24065000	-0.222127005457878	-0.200088992714882
chr2R	24069000	24070000	-0.220101997256279	-0.178468003869057
chr2R	24116000	24117000	-0.169467002153397	-0.168304994702339
chr2R	24117000	24118000	-0.169467002153397	-0.168304994702339
chr2R	24144000	24145000	0.175054997205734	0.200044006109238
chr2R	24184000	24185000	0.158084005117416	0.182533994317055
chr2R	24202000	24203000	-0.32123801112175	-0.161245003342628
chr2R	24203000	24204000	-0.32123801112175	-0.161245003342628
chr2R	24264000	24265000	-0.465328991413116	-0.256312996149063
chr2R	24265000	24266000	-0.465328991413116	-0.256312996149063
chr2R	24302000	24303000	-0.353545993566513	-0.191010996699333
chr2R	24303000	24304000	-0.353545993566513	-0.191010996699333
chr2R	24336000	24337000	-0.281219989061356	-0.129773005843163
chr2R	24337000	24338000	-0.281219989061356	-0.129773005843163
chr2R	24349000	24350000	0.781647026538849	0.704397976398468
chr2R	24364000	24365000	0.710364997386932	0.586852014064789
chr2R	24370000	24371000	-0.069020003080368	-0.179527997970581
chr2R	24371000	24372000	-0.069020003080368	-0.179527997970581
chr2R	24423000	24424000	-0.387944012880325	-0.316134005784988
