seqnames	start	end	width	strand	Conc	Conc_WD_SUMOnub	Conc_WD_NOnub	Fold	p.value	FDR	WD_SUMOnub1	WD_SUMOnub2	WD_NOnub1	WD_NOnub2
chr3R	30253080	30265753	12674	*	11.2207861901151	10.9866269805912	11.4221938030321	-0.352808045429135	0.00380166701700306	0.0595155320291887	2011.31	2046.9	2398.51	3089.98
chr4	1141697	1142025	329	*	5.48815338502842	4.73660476789798	5.97978523491716	-0.501785697421492	0.00381122620714329	0.0595155320291887	22.45	30.87	55.2	71.02
chr3L	21720294	21720613	320	*	5.24255516639519	4.4270615555882	5.76037100248941	-0.504174007638254	0.00381519864396668	0.0595155320291887	20.49	22.53	63.48	44.93
chr3R	8113259	8113736	478	*	5.80064020654855	6.24306268447129	5.15929716293322	0.496909504946911	0.003838500892432	0.0597563345897662	72.22	79.27	29.44	42.03
chrX	12028416	12028955	540	*	5.80006776163149	6.2496474036345	5.14343625876344	0.498181128197489	0.00384959460667467	0.0597981491241678	71.24	80.94	25.76	44.93
chr2L	12043985	12047556	3572	*	9.36355749884235	9.07797737940266	9.60184098002347	-0.393639367892199	0.00385709073835185	0.0597981491241678	566.02	514.85	694.62	859.45
chr4	1032583	1033009	427	*	5.97489035810295	5.37491113206233	6.39737800910398	-0.491395229351172	0.00386480073976127	0.0597981491241678	42.94	40.05	77.28	91.31
chrX	2642399	2643604	1206	*	6.82458036532857	7.18976222908837	6.33444037792526	0.479373948044693	0.00390381221279093	0.0602789865458794	143.46	148.53	57.04	104.35
chr2L	4027824	4028992	1169	*	7.4754637879975	7.06555856283884	7.79430373181013	-0.453218698672839	0.00392085422926961	0.060419329776392	132.72	135.18	183.09	260.88
chr3R	11153304	11153870	567	*	6.69371501315972	6.21916080781617	7.05020915225715	-0.471402952304457	0.00394555839511499	0.0606769375054424	78.07	70.93	118.68	146.38
chr3R	26861550	26863589	2040	*	8.547944887452	8.25108876545777	8.79401926149622	-0.401450159861735	0.00397353521217531	0.0609297788685416	306.43	302.9	437.01	450.74
chr3L	16010702	16011336	635	*	6.16742234781515	6.57885203670618	5.58964851353523	0.486512750194021	0.0039780400577592	0.0609297788685416	98.57	92.62	54.28	42.03
chr2L	7057018	7057598	581	*	6.83757801072776	6.40013580814127	7.17278379618947	-0.46364166384848	0.00400192262691284	0.0611722458685248	88.81	80.11	150.88	137.69
chr3L	19161205	19161984	780	*	6.20686428012693	5.65756205674004	6.60373555800826	-0.483327012239431	0.00402236372871335	0.0613612394518781	51.72	49.23	90.16	104.35
chr3L	138217	138811	595	*	5.81379633659837	6.30669563030955	5.05924298366296	0.496039804861405	0.00406513505411942	0.0618894408940786	79.05	79.27	47.84	18.84
chr2L	18137533	18138019	487	*	5.5325677822363	6.00917729805082	4.8159687359834	0.49495937673644	0.00414804685845447	0.0630254239673572	71.24	57.58	23	33.33
chr3R	3622783	3624635	1853	*	8.72684827091976	8.41581452258738	8.98257380482252	-0.408029476307771	0.00417136939258936	0.0632532799910208	360.1	322.93	450.81	560.89
chr3R	27922096	27923250	1155	*	7.52958938348378	7.1327442600955	7.84049090984231	-0.446355334845429	0.00419238594102189	0.0634453306652256	122.96	157.71	203.33	255.08
chr2L	10305252	10306550	1299	*	7.94858034483382	7.58603707738427	8.23806989962881	-0.432861085289385	0.00421043978473038	0.0635210071949562	181.52	202.77	260.37	343.49
chr3R	18912990	18913928	939	*	7.45718977338925	7.05055310042785	7.77405379108595	-0.449600163958703	0.00421410920445675	0.0635210071949562	136.62	128.5	181.25	256.53
chr2L	12027227	12028943	1717	*	7.65903112732282	7.29401002256065	7.95009532264175	-0.434702991792158	0.00422370500737496	0.0635395781010447	162	151.87	223.57	271.03
chr3L	9487974	9488755	782	*	6.76852309833516	6.29401002256065	7.12499411713872	-0.466006727291302	0.00436861383994469	0.0655896429684977	81	75.93	116.84	162.33
chr2L	3783139	3783913	775	*	5.66172069200727	4.99196830714616	6.11735479234933	-0.488344105220803	0.00438007680420185	0.0656314925711667	36.11	27.54	63.48	75.37
chr2L	3774138	3779747	5610	*	9.74620047224781	9.46519033970897	9.98129693968757	-0.38727683326486	0.00438867950851029	0.0656314925711667	662.63	751	879.55	1142.07
chr3L	16209554	16210934	1381	*	7.6240353293867	7.24514950537801	7.92382943743938	-0.438234368449318	0.0044034830098641	0.0657234978898578	153.21	150.2	208.85	276.82
chr3L	9505773	9506412	640	*	6.81976925278631	6.3869078226534	7.15228695515117	-0.457615447675801	0.00441621006610316	0.0657842115140896	83.93	83.44	145.36	139.14
chr3R	4805760	4806975	1216	*	7.16284897373634	6.76586999304234	7.47383245154183	-0.44772265656466	0.0044660016615572	0.0662843250822267	114.18	103.47	193.21	162.33
chr2R	18852272	18857143	4872	*	9.54302535426494	9.2915207377427	9.75712542945976	-0.365456912031033	0.00446723370305385	0.0662843250822267	615.79	637.52	833.55	897.14
chr2L	9988789	9989537	749	*	6.66831816128118	6.21091997379122	7.01507821594913	-0.463320716812019	0.00448592236563231	0.0664318756563522	72.22	75.93	139.84	118.85
chr2R	5663687	5665188	1502	*	8.2096574914013	7.87541343333358	8.48084451414574	-0.417802755735249	0.00450764237260537	0.0666236558456867	223.48	246.16	317.41	397.12
chr2L	17990614	17991488	875	*	6.15220638279002	7.10477821457519	2.20167885078262	0.428519752070759	0.00451921744133926	0.0666650386443775	137.6	137.68	9.2	0
chr2L	16682785	16684762	1978	*	8.38850958970335	8.03923470167668	8.66949138938696	-0.425206301812491	0.00455738183881729	0.0669910826604749	284.96	241.15	340.41	473.93
chr2R	2564004	2566169	2166	*	9.18632589929894	8.82172652905335	9.47712239881473	-0.431942132710741	0.00455920721630827	0.0669910826604749	463.55	441.42	525.34	900.04
chr4	56856	59081	2226	*	8.56018610203749	8.2312978611443	8.82784202017125	-0.415387727820236	0.00456777422905437	0.0669910826604749	324	277.04	392.85	515.96
chrX	18775372	18775726	355	*	5.35037991889713	5.85060925822223	4.57827279132654	0.486781346071438	0.00465569310167657	0.068148941220495	47.82	67.59	20.24	27.54
chr2L	15742397	15745006	2610	*	9.1085261342014	8.82937293411247	9.34232270834818	-0.386264852315388	0.00468411773233754	0.0683594623385577	496.73	413.05	632.98	665.24
chrX	11133882	11134874	993	*	7.15202923761906	6.7490850676562	7.46665237539641	-0.444858820759005	0.0046953165457268	0.0683594623385577	108.32	106.81	161.01	192.76
chr3R	28537782	28538257	476	*	6.00784381978739	5.42278930894284	6.4229273219275	-0.478498652623834	0.00470585488263965	0.0683594623385577	50.75	35.05	84.64	86.96
chr4	914147	914642	496	*	5.90054950613543	6.32297062209665	5.30070542922779	0.479852080129287	0.00470606802725624	0.0683594623385577	74.17	85.95	36.8	42.03
chr3L	8156334	8158914	2581	*	8.67260767442236	8.36436088274143	8.92644859678048	-0.402585324291026	0.0047632587355087	0.0690581614764496	298.62	360.48	449.89	523.21
chr3R	10132072	10132406	335	*	5.08013704664392	4.11481849089881	5.6533512875073	-0.48260558066431	0.00478660337205325	0.0692644301285496	8.78	25.87	54.28	46.38
chr3L	8491530	8491864	335	*	5.17831494259462	4.25285728974985	5.73754881413953	-0.482897989294897	0.00481318820348023	0.0695167125130024	9.76	28.37	58.88	47.83
chr4	1185401	1186379	979	*	6.49369165139433	6.00123481325342	6.86015254100231	-0.466670736217421	0.00486094999499884	0.0700148830862458	66.36	61.75	135.24	97.11
chrX	13128336	13129228	893	*	6.27477930423759	6.66059087701807	5.7465502992248	0.46999001129695	0.00486611271153584	0.0700148830862458	106.37	95.96	55.2	52.18
chr2R	18303029	18303721	693	*	6.12602173551771	5.55191871866817	6.5355986850892	-0.474754478618876	0.00487666681365263	0.0700340978890718	37.08	56.74	95.68	89.86
chr3R	8846451	8846887	437	*	6.00965162393035	6.42112055378261	5.4317998896965	0.475421096071355	0.00490485057703593	0.070305943082532	77.1	94.29	41.4	44.93
chr3L	14756809	14757173	365	*	6.14210824726401	6.55441961404085	5.56258260605706	0.476018380995097	0.00497814545758249	0.0710334970195973	93.69	94.29	32.2	62.32
chr3R	19094521	19094899	379	*	5.12273219143408	5.65553930479826	4.26875795024939	0.480823641848717	0.00498025424184893	0.0710334970195973	50.75	50.07	21.16	17.39
chr3R	22720555	22721107	553	*	6.05968693441736	6.49480898669138	5.43369652496911	0.476502599654221	0.00498365853777087	0.0710334970195973	110.28	70.09	48.76	37.68
chr3L	345580	346297	718	*	6.85769902774775	6.43415861393634	7.18470492002167	-0.449174693306522	0.00500639773667542	0.0712239767893692	87.83	85.11	141.68	149.28
chr3R	25239062	25239451	390	*	5.27299320937507	4.47739243148295	5.7828377785679	-0.480238101546507	0.00502981767616534	0.0714234110015478	19.52	25.03	68.08	42.03
chr4	1146475	1146851	377	*	5.67156189115813	5.02304889119405	6.11735479234933	-0.477178832874413	0.00505585886471726	0.07147551815578	34.16	30.87	63.48	75.37
chr3L	23727441	23728617	1177	*	7.1545019208441	6.7556146562281	7.46665237539641	-0.440648681054921	0.00505879720389321	0.07147551815578	109.3	106.81	161.01	192.76
chr2R	14312790	14313296	507	*	5.41841705449885	5.96625144806049	4.52439107175698	0.479329681780687	0.00506171235590491	0.07147551815578	62.46	62.58	35.88	10.15
chr2R	19826702	19828812	2111	*	7.80485426167902	7.46906815247191	8.07705393904985	-0.416000474622517	0.00508839040043564	0.0717189274065112	170.78	183.58	260.37	279.72
chr3L	11379128	11379707	580	*	5.91489729317484	5.30256361967837	6.34342807540263	-0.47421211199244	0.00511739791582135	0.0719009754587428	32.2	46.73	75.44	86.96
chr3R	29258366	29260492	2127	*	8.07184241086259	7.72878781378567	8.34879121261013	-0.417971699167711	0.00512023531962351	0.0719009754587428	203.96	220.29	282.45	369.58
chr2R	1070299	1073118	2820	*	9.64954344577194	9.31386320362969	9.9216736582605	-0.415218471314957	0.00516170794022101	0.0723478252637828	652.87	619.99	729.58	1210.19
chr2R	5420623	5421126	504	*	7.56061229020531	7.18913351629971	7.85575956761684	-0.429835855824912	0.00517110295093248	0.0723478252637828	148.34	143.52	202.41	260.88
chr4	128556	133285	4730	*	10.30454474677	10.0007469707687	10.5553644435677	-0.398221034610574	0.00522408028138996	0.0729546652531609	1062.75	986.31	1167.52	1842.1
chr2L	644577	645469	893	*	6.14121923432118	5.55496549782951	6.55690191836475	-0.470840910489154	0.00534267903618454	0.0744740048401724	61.48	32.54	98.44	89.86
chr3L	27278356	27279983	1628	*	8.33394592358927	7.95581112696024	8.63327063881613	-0.430805345230343	0.00536981066214582	0.0747151128211022	253.73	242.82	299.93	494.22
chr2R	21295407	21296010	604	*	6.14967157688089	6.54800114467572	5.59755542239066	0.466113614542726	0.00539843304994613	0.0749760436571128	93.69	93.46	53.36	43.48
chr2L	18441512	18443481	1970	*	7.98574002676361	7.64507818475584	8.26112980216108	-0.41539512937964	0.00543729071674442	0.0751334174419471	205.91	194.43	268.65	344.94
chr3L	9971874	9972698	825	*	7.26182352647999	6.83013587951621	7.59365024724319	-0.446747189530285	0.00543976660033706	0.0751334174419471	130.77	96.8	157.32	228.99
chrX	6279518	6279978	461	*	6.73376449678501	6.22571814071348	7.10874941144383	-0.459939978686043	0.00544932994832311	0.0751334174419471	71.24	78.44	102.12	173.92
chr3L	18674692	18675371	680	*	6.99129930556119	6.54253877300814	7.33308921922814	-0.449576005148464	0.00545267769813185	0.0751334174419471	88.81	97.63	129.72	192.76
chr2L	19158650	19161300	2651	*	8.59374971057141	8.29693276675446	8.83979719306739	-0.39309706623168	0.00545921369329404	0.0751334174419471	332.78	296.23	425.05	491.32
chr3L	806134	807156	1023	*	7.04888852297723	6.63567043573895	7.36972386826191	-0.444623278259855	0.00549423534440397	0.075478672534244	111.25	87.62	185.85	144.93
chrX	2450178	2456385	6208	*	9.56787621076249	9.26597890415758	9.81740056265941	-0.394766166111767	0.00558137468027225	0.0765373708412063	550.4	680.91	758.1	1046.42
chr3R	29866577	29868872	2296	*	8.16637480277433	7.85317291935168	8.42356227293125	-0.401785486427805	0.00561889006518898	0.0769129870725057	243	219.46	322.93	363.78
chrX	2457200	2458085	886	*	6.5155741300896	6.0118650136498	6.88820181316445	-0.457739849148165	0.00564258906624149	0.0770984696694903	55.63	73.43	102.12	134.79
chrX	12748916	12749270	355	*	5.67520210657349	5.02273321022946	6.12284407361993	-0.469022498891141	0.00567351128893911	0.0771705320388042	28.3	36.72	62.56	76.81
chr2L	22550058	22551373	1316	*	8.7534226156697	8.41873904526565	9.02489844595706	-0.411280089015569	0.00568511481234342	0.0771705320388042	358.15	326.27	418.61	623.21
chr3L	20316365	20318289	1925	*	8.70039400274992	8.42109236806929	8.9342945889948	-0.382165577830639	0.00568551697142721	0.0771705320388042	360.1	325.43	488.54	489.87
chr3L	16162261	16162520	260	*	4.96757150624538	4.08627720401145	5.51069103013592	-0.467798555635062	0.00568849518780181	0.0771705320388042	15.61	18.36	50.6	40.58
chr2R	18171599	18172511	913	*	7.12435828851187	6.68924790201895	7.45819741303368	-0.445033474039628	0.00574492768794203	0.0777149207803934	117.11	89.29	144.44	207.25
chr3L	16048322	16048835	514	*	6.56999982376279	6.08056122214872	6.93479385575837	-0.454924140644252	0.00574908325372925	0.0777149207803934	70.26	65.09	101.2	143.48
chr4	571829	573006	1178	*	8.39183107220656	8.04183039029354	8.67328158526793	-0.417394487916656	0.00576990329278502	0.0777448249654503	274.23	252.84	326.61	489.87
chr3L	2821209	2821804	596	*	6.87137867168647	6.41444028052293	7.21787533677034	-0.44932673872708	0.0057717627063991	0.0777448249654503	94.66	75.93	122.36	175.37
chr3L	21625296	21625657	362	*	5.54434004913613	4.87028018666893	6.00194431714465	-0.46791800883214	0.0058264498459893	0.0783425477521783	35.13	23.36	64.4	63.77
chr2R	17800243	17800454	212	*	5.37123700026199	4.65958197662277	5.84567901439539	-0.467999348128005	0.00584296727304691	0.0784258345818681	26.35	24.2	57.04	57.97
chr3R	14656529	14656854	326	*	4.13423527657595	4.8869242942463	2.46797764074416	0.414119058494998	0.00585853786040217	0.0784961413147712	28.3	30.87	0.92	10.15
chr3L	23090551	23092564	2014	*	7.71163941754546	7.98927888420015	7.36752270722489	0.414569785400911	0.00589874966552293	0.0788957767763692	242.02	266.19	176.65	153.63
chr3L	18011392	18011838	447	*	5.69189319925109	5.01423949958753	6.1511346844195	-0.466834210865738	0.00591352760114984	0.0789544273918021	42.94	21.7	65.32	76.81
chr3L	11366472	11368458	1987	*	8.62145657063974	8.31139181469962	8.87652753891289	-0.397244112447308	0.00593729187047276	0.0790026963999682	307.41	327.94	406.65	533.35
chr2L	1395364	1395695	332	*	5.07600669643318	4.20498250334741	5.61528110727902	-0.464479438301622	0.00593794124580517	0.0790026963999682	12.69	24.2	48.76	49.28
chr2R	15480358	15481574	1217	*	7.35867029608039	6.984492946035	7.65551502981448	-0.425759440710494	0.00595330875301627	0.0790686828613018	118.08	135.18	185.85	217.4
chrX	10082099	10082455	357	*	5.06330141405637	5.59244844332595	4.21885443868758	0.464412626126521	0.00597272295414106	0.0791843135181492	49.77	46.73	18.4	18.84
chr3L	610219	611164	946	*	6.92726890582681	6.52081544030111	7.2440219570041	-0.437450551315586	0.00598286112405129	0.0791843135181492	86.85	96.8	158.24	144.93
chr4	66063	67185	1123	*	8.03765001646999	7.70649368405994	8.30680394924605	-0.40784914586289	0.00602681218055646	0.0795975315430344	216.65	201.1	279.69	353.64
chr2L	10684699	10685054	356	*	5.33085088757967	4.60696502998044	5.81063560745548	-0.465460151163965	0.00603503727376435	0.0795975315430344	25.37	23.36	54.28	57.97
chr2R	12457825	12458243	419	*	5.70762384897174	5.05960586861242	6.15318484366728	-0.464668687849735	0.00606403339960877	0.0798413548298576	34.16	32.54	90.16	52.18
chr2L	11363420	11363759	340	*	4.62909637283484	3.44216550533983	5.27134851951983	-0.445069366067611	0.00607730378639758	0.0798776416354021	17.57	4.17	39.56	37.68
chr3R	5264630	5265631	1002	*	6.54420588061283	6.05393750446487	6.90945870532151	-0.453409373023775	0.00611316592133948	0.0801259414802974	81.97	50.9	118.68	121.74
chr3R	22039597	22040219	623	*	6.32373776923336	5.78458823883398	6.71531142709587	-0.457784530788615	0.00611728920081249	0.0801259414802974	40.99	69.26	105.8	104.35
chr3L	18892406	18892776	371	*	5.3220937854085	5.82077755684539	4.5537131987683	0.463839351004145	0.00613718110403563	0.0802481322673988	48.79	64.25	26.68	20.29
chrX	5428807	5429318	512	*	5.86880455885009	4.43556828102405	6.57341159303927	-0.429443895559744	0.0061514874963702	0.0802969940033065	10.73	32.54	74.52	115.95
chr3L	10898154	10899344	1191	*	6.98927110700877	7.3094006076979	6.57722629081485	0.438958140261203	0.00618147202582116	0.0805499879591138	173.71	143.52	83.72	107.25
chr3L	27267244	27269974	2731	*	9.16350770518402	8.85517808153485	9.41740472869778	-0.39510810485168	0.00623046210094885	0.0809368451256091	443.05	483.14	560.3	807.28
chr2R	11175361	11176196	836	*	6.6181067643952	6.16956501159544	6.9597701812152	-0.445224398332307	0.00623639837317974	0.0809368451256091	66.36	77.6	131.56	117.4
chr2L	12516115	12517696	1582	*	7.69847467086798	7.36813351477289	7.96709065127351	-0.407817870593937	0.00624312113250058	0.0809368451256091	161.02	169.39	251.17	249.29
chr2R	7308419	7309335	917	*	6.96499976800528	7.27654671155349	6.56709989495851	0.43310249702905	0.00634359822237842	0.0820144882922115	153.21	156.88	91.08	98.55
chr3L	19293025	19293432	408	*	5.93131003887089	5.35261038577037	6.34320588943573	-0.458614709940874	0.00634962598969543	0.0820144882922115	34.16	47.56	85.56	76.81
chr3L	18994344	18995898	1555	*	8.36774698555312	8.07935414627934	8.60798350402616	-0.384880927389646	0.00635863282928953	0.0820144882922115	266.42	274.53	391.93	388.42
chr2L	2200668	2200923	256	*	5.42190253084309	4.72585333955311	5.88943217173159	-0.460964444103923	0.00639312711934926	0.0823196385181293	31.23	21.7	63.48	55.07
chr3L	19872495	19872956	462	*	5.26115902087835	4.49514368340057	5.75885887940645	-0.460156841980399	0.00640994021274247	0.082396473428434	17.57	27.54	56.12	52.18
chr2R	5125610	5126109	500	*	6.05818551466754	5.47303581891076	6.47331660235651	-0.457176179944702	0.00646986154896455	0.0829504465866134	42.94	45.89	69	108.7
chr3R	12371565	12373228	1664	*	8.23979695846695	7.93411613106133	8.4918973024897	-0.392811034833237	0.00648715914461905	0.0829504465866134	237.14	252	333.05	386.97
chr3L	16818120	16818706	587	*	5.89124904894489	5.310298612019	6.30427632454735	-0.457052097962223	0.00649403906859981	0.0829504465866134	35.13	44.23	75.44	82.61
chr2L	11189525	11190062	538	*	6.35052998896771	5.84760336183486	6.72273123324113	-0.45064890912736	0.00650159861428995	0.0829504465866134	63.43	51.74	93.84	117.4
chr4	225725	226582	858	*	8.07973061755633	7.74918047852654	8.34848455839189	-0.405226697529497	0.00650763013895243	0.0829504465866134	228.36	201.94	285.21	366.68
chr2L	8511678	8511817	140	*	4.30241409344787	4.9983666643562	2.9066612259083	0.426167103891097	0.0065198452044314	0.0829669414037946	38.06	25.87	9.2	5.8
chr2L	21029386	21029700	315	*	5.72606430230126	5.10980926647679	6.15649716609364	-0.457826823503251	0.00656037631701774	0.0830803758574316	33.18	35.88	64.4	78.26
chr2L	10408373	10409542	1170	*	7.17996350251167	6.78773364194791	7.48803191079237	-0.431096596812882	0.00656101631224834	0.0830803758574316	108.32	112.65	209.77	149.28
chr4	155129	157139	2011	*	8.865455366191	8.53615005313978	9.13338704303106	-0.404071608893663	0.00656156713366579	0.0830803758574316	372.79	369.66	443.45	679.74
chr3R	25632331	25637047	4717	*	9.25708059541464	8.99356819637955	9.47981434353197	-0.366286281668736	0.00663028064347814	0.0836801012313603	470.38	549.07	674.38	753.65
chr3L	22387590	22389995	2406	*	8.26374475792294	7.93678216367912	8.53012576272338	-0.404734006457721	0.0066309623458311	0.0836801012313603	208.84	281.21	400.21	339.14
chr2R	5750650	5754735	4086	*	8.82983707263362	8.52145306371847	9.08377092773523	-0.393526922671466	0.00668208349843143	0.0841853869611668	309.36	425.57	506.94	578.28
chr3L	7359598	7360209	612	*	6.42517929501419	6.80581063368066	5.9066612259083	0.448876351991281	0.00674689785850203	0.084861230183841	110.28	113.48	73.6	46.38
chr2L	4029221	4030899	1679	*	8.26494050914356	7.94694960603794	8.52534413842025	-0.398076919488463	0.00676073229809753	0.0848946830886726	261.54	231.98	323.85	413.06
chr3R	5632935	5634322	1388	*	7.62287032381925	7.26723749840005	7.90794489310059	-0.414070754434785	0.00681965511873321	0.0854887487417541	133.7	174.4	228.17	252.18
chr3L	27264507	27264960	454	*	6.603375774915	6.06540531397437	6.99433051290722	-0.450356099226528	0.00683054764857769	0.0854887487417541	60.51	73.43	88.32	166.67
chr3R	15089346	15090499	1154	*	7.32529221588867	6.97032562682717	7.60993930024058	-0.414923434350217	0.00692718216540754	0.0863152522243101	129.79	120.99	195.05	195.66
chr3L	19184545	19185484	940	*	6.81451934530617	6.34007049113467	7.17095426095907	-0.442978521341736	0.00692985723802837	0.0863152522243101	58.55	103.47	138.92	149.28
chr2L	11179044	11181060	2017	*	8.53042410096206	8.23543248313505	8.77521732944306	-0.384771825329117	0.00693067050899423	0.0863152522243101	289.84	312.92	396.53	479.73
chr2L	3711226	3711662	437	*	5.32130133934982	5.8281606790914	4.53305246227001	0.453288740850015	0.00696219547322717	0.0864788446263528	58.55	55.07	30.36	15.94
chr2R	4594929	4596286	1358	*	8.25987111957056	7.90180416137809	8.54650477857915	-0.413712636090289	0.00696657271440409	0.0864788446263528	243	235.31	289.81	457.99
chr3L	1545101	1545620	520	*	6.58969064960217	6.14136988578913	6.93122626147334	-0.439219517339833	0.00705656312697806	0.0873700229650542	64.41	76.77	132.48	111.6
chr3R	12440741	12444636	3896	*	9.50943595145816	9.25785401145588	9.72359201921598	-0.356309041240762	0.00706136555226317	0.0873700229650542	623.59	600.8	769.14	921.78
chr3R	18987050	18991418	4369	*	9.25371202258216	8.98403159534783	9.4808329271779	-0.370404580621816	0.00709819829162174	0.087435870396651	567.97	444.76	692.78	736.26
chr2R	17270343	17270847	505	*	5.91018449378627	5.3100399283369	6.33275353010161	-0.45186987494235	0.00710299819241721	0.087435870396651	29.28	50.07	80.04	81.16
chr4	1139891	1140544	654	*	6.18440728497492	5.66562482294363	6.56518037190839	-0.44727010994875	0.00710859658099036	0.087435870396651	55.63	45.89	86.48	102.9
chr3L	11320477	11324109	3633	*	9.02482089765522	8.74889422698379	9.25635205025095	-0.372923781469826	0.00713074250606823	0.087435870396651	386.45	473.97	579.62	643.5
chrX	2135241	2135829	589	*	5.59333875905902	6.04762628543356	4.92651970507733	0.452429076535147	0.0071364320137357	0.087435870396651	72.22	60.08	20.24	40.58
chr2R	5640000	5640003	4	*	2.85625842979737	3.85625842979737	0	0.34481525937399	0.00713670622107288	0.087435870396651	15.61	13.35	0	0
chr3L	8302768	8304785	2018	*	8.53342320358117	8.25800390310775	8.76459733413231	-0.37403233516285	0.00714725227278139	0.087435870396651	309.36	302.9	437.93	431.9
chr3L	15533306	15534594	1289	*	8.00217770502714	7.67309267390979	8.26996375292084	-0.402701193239646	0.00717531399941878	0.0875924505446839	231.29	176.9	289.81	327.55
chr2L	7005746	7006065	320	*	5.59061868979623	6.0338334753369	4.94759486189067	0.45201688981222	0.00718311131885456	0.0875924505446839	69.29	61.75	31.28	30.44
chr2R	7045954	7046303	350	*	5.64764991170782	6.08357339098543	5.01998585793949	0.451676733111408	0.00721962972248483	0.0878966778873674	72.22	63.42	25.76	39.13
chr3L	20920561	20921528	968	*	6.86183283149009	6.45489174028424	7.17888118159778	-0.428068498811153	0.00725857643988278	0.0882294483420632	87.83	87.62	136.16	153.63
chr2L	4027148	4027487	340	*	4.79013119165105	3.85625842979737	5.35236012782628	-0.440643721167592	0.00733947243685793	0.0890702429757343	15.61	13.35	46.92	34.78
chrX	22443804	22445328	1525	*	7.72696271353786	7.3670221418207	8.01479350888232	-0.412358479376555	0.00735514957300644	0.0891181360544337	170.78	159.38	214.37	302.91
chr3R	4126815	4128462	1648	*	8.56336095516585	8.24511567888	8.82393491528407	-0.394724344567011	0.00741472694293268	0.0896969436074197	300.57	306.24	374.45	531.9
chr3R	24151094	24151936	843	*	7.13193612178915	6.73402083177375	7.44349249357406	-0.423592495478113	0.00744199767493882	0.0898837143664709	104.42	108.48	148.12	200.01
chr3L	20912868	20913755	888	*	6.47991573326796	5.95115666112156	6.8660085318322	-0.445157441912564	0.00746057929483094	0.0899651125441756	41.96	81.78	126.04	107.25
chr2R	5730110	5730364	255	*	5.04046030887139	4.1888521663941	5.57236155908379	-0.444059920779298	0.00749490667046169	0.0902358256347028	15.61	20.86	38.64	56.52
chr2R	4822789	4824309	1521	*	8.64501622897486	8.30033421316661	8.92302295727728	-0.405757340530494	0.00756187020771007	0.0908979872910972	314.24	316.25	370.77	600.02
chr2R	9605492	9606792	1301	*	7.69653086454372	7.3682577576106	7.963779828173	-0.39981147449971	0.00761119449032592	0.0913463578878452	172.73	157.71	235.53	263.78
chr4	1238375	1238688	314	*	5.69944999326695	5.01990752590893	6.15954955408321	-0.447320710827248	0.00765115161524114	0.091681070695563	33.18	31.71	48.76	94.21
chr2L	21657402	21659341	1940	*	8.08923602497359	7.78957940017202	8.33722945356588	-0.38529596304541	0.00769416841462986	0.0919345183601327	220.55	221.96	309.13	337.69
chr3L	70037	74433	4397	*	9.12899728162605	8.85154011892856	9.36160410355883	-0.372742591883901	0.00769650568343352	0.0919345183601327	513.32	410.55	602.62	713.07
chr3L	2814009	2814947	939	*	6.50245331194844	6.04268008675309	6.85057178280581	-0.435808675922298	0.0077112800958906	0.091966396999185	57.58	74.27	117.76	113.05
chr2R	4130133	4131821	1689	*	8.81282591386033	8.4939585452266	9.07381622209863	-0.394017055379317	0.00775514770873097	0.092206830047869	380.6	340.45	434.25	643.5
chr3L	16494596	16495336	741	*	7.31301651709095	6.91314976691036	7.62576499331826	-0.422287348687706	0.00775571467692356	0.092206830047869	125.89	115.15	157.32	237.69
chr3R	24830330	24830841	512	*	6.28813105292636	5.79399852391123	6.65551502981448	-0.43928227492938	0.00777425499883164	0.0922828362908187	51.72	59.25	92.92	108.7
chrX	6030134	6030934	801	*	6.43819049819917	6.79317130793003	5.96632455424179	0.43903954866191	0.00778801636810546	0.0923019662223044	108.32	113.48	49.68	75.37
chr2L	5528116	5528630	515	*	6.05864118735592	5.44964481688505	6.48554712745552	-0.445637289736708	0.00780400310244553	0.0923473700456054	27.32	60.08	96.6	82.61
chr3R	29618474	29618713	240	*	5.53892516552272	4.84883999894132	6.00378446277639	-0.445487855778973	0.00782584693798654	0.0924020455785233	23.42	34.21	51.52	76.81
chr3L	20916481	20918750	2270	*	8.25497886555355	7.94566697637793	8.50954075472938	-0.388946289697334	0.00783294950014072	0.0924020455785233	252.76	240.32	320.17	408.71
chr3L	11340591	11341153	563	*	5.64831736070598	5.04453803923953	6.07267202931006	-0.445217678966564	0.00785720842827006	0.0925445153946785	35.13	30.87	70.84	63.77
chrX	13782199	13782480	282	*	5.53569291012456	6.00901794123754	4.82657621093907	0.442859469038208	0.00790983469130227	0.0930166528392666	65.38	63.42	14.72	42.03
chr3L	2830346	2834921	4576	*	9.2899652176245	9.02696600327972	9.51233250165751	-0.362457275165748	0.00792178154363637	0.0930166528392666	566.02	477.3	670.7	789.89
chr3L	295289	295840	552	*	6.318513760491	5.84405527695513	6.6749540895975	-0.436544194256086	0.00798805491628401	0.0936500820972371	61.48	53.4	105.8	98.55
chr2L	19756566	19757283	718	*	6.44370340469251	6.79868074837582	5.97184360880431	0.43399234415802	0.00810326267427834	0.0948543706263367	114.18	108.48	69	56.52
chr2L	19144569	19145168	600	*	6.09657601619459	5.52890608031271	6.50288887912654	-0.441203855212695	0.00819695424252335	0.095803479046846	55.63	36.72	72.68	108.7
