seqnames	start	end	width	strand	Conc	Conc_WD_SUMOnub	Conc_WD_NOnub	Fold	p.value	FDR	WD_SUMOnub1	WD_SUMOnub2	WD_NOnub1	WD_NOnub2
NKCC_FBgn0051547_notChanged	chr3R	5500702	5504702	4001	*	2.76390473473172	3.76390473473172	0	0.221224431433394	0.0614043791977955	0.493172550401712	20.49	6.68	0	0
Ten-a_FBgn0267001_notChanged	chrX	12041698	12337214	295517	*	11.4271565238953	11.8549375414735	10.8163642367689	0.121886702589573	0.0615888629984363	0.493456531868827	2234.79	5173.56	2404.95	1201.5
lncRNA:CR46119_FBgn0267788_notChanged	chr3R	31569281	31577707	8427	*	7.44768534199788	7.81090650731831	6.9610858191688	0.135078710472538	0.0617801511995657	0.493793527341456	185.42	263.68	146.28	102.9
Ulp1_FBgn0027603_notChanged	chrX	19206187	19216938	10752	*	7.21677678905334	7.64201357215019	6.61119682340549	0.121910423487016	0.0621854418205275	0.495835245744881	142.48	257.01	108.56	86.96
RpS15_FBgn0034138_notChanged	chr2R	16569230	16591184	21955	*	10.3824361050315	10.2543745260275	10.5000512195208	-0.144400637594371	0.0628589711900972	0.499124756754302	1166.19	1276.7	1497.81	1398.61
MtnE_FBgn0262146_notChanged	chr3R	20532704	20536704	4001	*	6.16556844197963	6.64017469300218	5.45353965003344	0.11230744849495	0.0628996746952385	0.499124756754302	81	118.49	44.16	43.48
Ppa_FBgn0020257_notChanged	chr2R	22686987	22693895	6909	*	10.0474420762535	9.88270577226103	10.195280733574	-0.155407946011524	0.0633432340905861	0.501442013410884	976.87	911.21	1081.03	1263.82
Upf2_FBgn0029992_notChanged	chrX	8073466	8077466	4001	*	5.93796690063779	6.48845538118184	5.03670578593437	0.101205144749312	0.0635956875920263	0.502075513794775	70.26	109.31	39.56	26.09
lncRNA:CR43451_FBgn0263405_notChanged	chr3R	19286357	19291296	4940	*	8.07272806944497	7.85255398262028	8.26370715517388	-0.160348312139424	0.0639780234992565	0.502075513794775	218.6	243.66	304.53	310.16
sha_FBgn0003382_notChanged	chr2R	11322314	11338463	16150	*	5.56464038720558	6.48537924910592	2.33918237453255	0.135574886093686	0.0641034235982306	0.502075513794775	27.32	151.87	10.12	0
ato_FBgn0010433_notChanged	chr3R	8276052	8281274	5223	*	3.22038400078499	4.22038400078499	0	0.236637917535855	0.0641983590535961	0.502075513794775	3.9	33.38	0	0
CG12075_FBgn0030065_notChanged	chrX	8836323	8874774	38452	*	9.37769820272023	9.65119172787467	9.0399378668192	0.150944053510652	0.0642195122724495	0.502075513794775	646.04	962.12	586.06	466.68
l(3)76BDm_FBgn0260655_notChanged	chr3L	19616521	19626309	9789	*	8.00396884669528	8.32764615784673	7.58601126567882	0.141083315890546	0.0643336409335099	0.502075513794775	293.74	348.8	236.45	147.83
Dhap-at_FBgn0040212_notChanged	chr3R	25488936	25497161	8226	*	8.28228533757245	8.00881872046467	8.51208342181783	-0.157608646082813	0.0645416950265738	0.502514044336312	232.26	282.88	333.05	397.12
CG15468_FBgn0061196_notChanged	chrX	4959128	4963128	4001	*	5.55463276866754	6.08912672475779	4.69623817953162	0.101832605295894	0.0649747860154453	0.504698513908705	58.55	77.6	25.76	26.09
CG9650_FBgn0029939_Up	chrX	7135723	7243932	108210	*	9.00526178894117	9.96797656502048	4.71264077006	0.180132219280526	0.0652072933614508	0.505318345979018	267.39	1735.65	52.44	0
lncRNA:CR30055_FBgn0050055_notChanged	chr2R	12587239	12642628	55390	*	10.9630430957216	11.1247715050381	10.7808685256206	0.156668873517976	0.0659223417604068	0.508425892864024	2084.5	2381.51	1937.58	1581.22
fne_FBgn0086675_notChanged	chrX	12915477	12952417	36941	*	5.5654386926761	6.5654386926761	0	0.335047114379327	0.0659353768579705	0.508425892864024	0	189.42	0	0
CG14210_FBgn0031040_notChanged	chrX	19614196	19618825	4630	*	7.25153053165949	7.54838177237589	6.8773428211326	0.144844117149026	0.066069245672871	0.508425892864024	170.78	203.6	127.88	107.25
CG41099_FBgn0039955_notChanged	chr3R	3844729	3870401	25673	*	9.23120006877533	9.64057109609221	8.65750417731493	0.12133678258708	0.0662912651754877	0.508950803864707	656.77	939.59	561.22	246.39
CG3556_FBgn0029708_notChanged	chrX	4528231	4537464	9234	*	7.21469044325366	7.60035357959182	6.68674109784112	0.125592953583608	0.0669515369778316	0.51283017560103	156.14	231.98	120.52	85.51
Dscam4_FBgn0263219_Up	chr3L	8236647	8284398	47752	*	5.52679276477662	6.52679276477662	0	0.32972969408882	0.0671337331557215	0.513038159381715	0	184.41	0	0
unk_FBgn0004395_notChanged	chr3R	23155862	23159862	4001	*	7.80174224538488	8.01099696746701	7.55690191836475	0.157062803656383	0.0673858432908813	0.513778238362964	266.42	249.5	196.89	179.72
18SrRNA-Psi:CR41602_FBgn0085813_notChanged	chrX	23209192	23219140	9949	*	5.48708305497464	6.48708305497464	0	0.324364576609875	0.0683837199651663	0.51865672863627	0	179.41	0	0
CG15556_FBgn0039821_Up	chr3R	31128666	31180278	51613	*	5.48035719178633	6.48035719178633	0	0.323465618374192	0.0685973232370893	0.51865672863627	0	178.57	0	0
hwt_FBgn0264542_Up	chrX	12566452	12570452	4001	*	2.86187521457267	3.86187521457267	0	0.211293039213628	0.0687691459831511	0.51865672863627	4.88	24.2	0	0
CG15347_FBgn0030040_notChanged	chrX	8458898	8466438	7541	*	7.53655988502712	7.83179042853787	7.16494892827952	0.142338329211657	0.0687753713091513	0.51865672863627	190.3	265.35	143.52	143.48
disco_FBgn0000459_notChanged	chrX	16214750	16218750	4001	*	2.64660054169542	3.64660054169542	0	0.201772633500561	0.0688093997797892	0.51865672863627	5.86	19.19	0	0
kay_FBgn0001297_notChanged	chr3R	29763995	29827800	63806	*	11.1953941095036	11.3551253873761	11.0157502951162	0.154069275435688	0.0694620379363362	0.521242181755765	2392.89	2846.29	2256.83	1884.13
ChAT_FBgn0000303_notChanged	chr3R	18703501	18735034	31534	*	5.45313572305131	6.45313572305131	0	0.319855806834919	0.0694674530535789	0.521242181755765	0	175.23	0	0
TTLL3A_FBgn0031854_Up	chr2L	6738188	6758133	19946	*	5.43932992352628	6.43932992352628	0	0.318042378221933	0.0699122107183795	0.521899775889699	0	173.56	0	0
DPCoAC_FBgn0067783_notChanged	chr3R	20555667	20583522	27856	*	10.9569019925702	10.865047376704	11.0432567604309	-0.120656303573807	0.0699263770160929	0.521899775889699	1878.59	1851.64	2045.22	2175.45
asRNA:CR45009_FBgn0266361_Up	chrX	23005672	23018586	12915	*	9.24735761059839	9.01819572051146	9.44505902617562	-0.155548234203966	0.0700282564203766	0.521899775889699	482.09	554.91	620.1	773.94
sbm_FBgn0030574_notChanged	chrX	14600580	14604580	4001	*	3.27831349987246	4.27831349987246	0	0.226580041962944	0.0703570064989149	0.52317153821328	2.93	35.88	0	0
Rpn8_FBgn0002787_notChanged	chr2R	24398028	24406527	8500	*	8.01364231448037	8.23651583349506	7.74993410225676	0.153376883403068	0.0705472310248986	0.523409837357375	304.48	298.73	239.21	191.31
Stacl_FBgn0263980_notChanged	chr2R	15399096	15473884	74789	*	5.41131554735668	6.41131554735668	0	0.314398127832382	0.0708218835479484	0.523523773383396	0	170.23	0	0
lncRNA:CR43963_FBgn0264678_notChanged	chrX	12728953	12732953	4001	*	7.45537708510198	7.15202577674668	7.70589273088139	-0.149141097777486	0.0708790119298161	0.523523773383396	131.75	152.7	198.73	218.85
GATAe_FBgn0038391_notChanged	chr3R	16007105	16021133	14029	*	5.39710168813698	6.39710168813698	0	0.31256704295063	0.0712871533755881	0.523601400132737	0	168.56	0	0
klg_FBgn0017590_notChanged	chr3R	22897284	22963731	66448	*	5.39710168813698	6.39710168813698	0	0.31256704295063	0.0712871533755881	0.523601400132737	0	168.56	0	0
Duox_FBgn0283531_notChanged	chr2L	2828248	2832248	4001	*	7.61122561029638	7.83215077575833	7.35024285895733	0.152749253901765	0.0714208382196731	0.523601400132737	237.14	218.62	168.37	157.98
kek2_FBgn0015400_Up	chr2L	11579937	11628883	48947	*	5.38994189656411	6.38994189656411	0	0.311649254336952	0.0715224638440608	0.523601400132737	0	167.72	0	0
CG42524_FBgn0260429_notChanged	chr2R	15611854	15659214	47361	*	5.34622051913479	6.34622051913479	0	0.306110228364172	0.0729732486065171	0.531868897883183	0	162.72	0	0
P5CS_FBgn0037146_notChanged	chr3L	21970002	21989190	19189	*	5.34622051913479	6.34622051913479	0	0.306110228364172	0.0729732486065171	0.531868897883183	0	162.72	0	0
Alg-2_FBgn0086378_notChanged	chr3R	3621143	3629690	8548	*	9.2895477565739	9.08477583450437	9.46883477547196	-0.152980456454128	0.0736480043393097	0.53427284304991	549.43	536.55	630.22	786.99
Ranbp21_FBgn0031051_notChanged	chrX	19650269	19661407	11139	*	8.81010658396571	9.00119358082351	8.5897889899989	0.152945791255322	0.0737826444178837	0.53427284304991	461.6	563.25	403.89	366.68
CG14838_FBgn0035799_notChanged	chr3L	7581454	7589248	7795	*	4.9672135971456	0	5.9672135971456	-0.303143984153846	0.0737874552051402	0.53427284304991	0	0	125.12	0
sr_FBgn0003499_notChanged	chr3R	18088803	18137583	48781	*	5.30874581371613	6.30874581371613	0	0.301450748971291	0.0742358691475099	0.534712511322704	0	158.54	0	0
CG13192_FBgn0033653_notChanged	chr2R	11823345	11829097	5753	*	5.6992246175436	6.49253779895319	3.79386669941148	0.0887330133157664	0.074254118141537	0.534712511322704	50.75	129.34	24.84	2.9
c11.1_FBgn0040236_notChanged	chrX	9281117	9305636	24520	*	7.27574877854539	8.15055203130069	4.68710567795286	0.104829976595394	0.0743945714002274	0.534712511322704	196.15	372.16	51.52	0
pdm2_FBgn0004394_Down	chr2L	12655165	12688306	33142	*	5.30113262960626	6.30113262960626	0	0.300513947663241	0.0744945505348343	0.534712511322704	0	157.71	0	0
daw_FBgn0031461_notChanged	chr2L	2803261	2817760	14500	*	6.77869661812047	7.65902350375486	4.12767826933884	0.106221252422232	0.0748545259027465	0.534990332590701	146.38	257.84	34.96	0
Apoltp_FBgn0032136_notChanged	chr2L	9632179	9658026	25848	*	5.28578466527282	6.28578466527282	0	0.298635338078074	0.0750182877975477	0.534990332590701	0	156.04	0	0
lncRNA:CR45267_FBgn0266805_notChanged	chr2R	8017176	8044529	27354	*	5.28578466527282	6.28578466527282	0	0.298635338078074	0.0750182877975477	0.534990332590701	0	156.04	0	0
Socs36E_FBgn0041184_Up	chr2L	18150417	18161272	10856	*	8.73220272760405	8.88950831240928	8.55562208774639	0.149953666989855	0.0753386159943044	0.535003575153972	464.52	483.98	397.45	355.09
lgs_FBgn0039907_notChanged	chr4	441911	455947	14037	*	9.68498281914109	9.53916943830174	9.81740220523322	-0.144185147065328	0.0753435074106228	0.535003575153972	709.47	778.54	863.91	940.62
Or7a_FBgn0030016_notChanged	chrX	8163708	8167708	4001	*	6.50659921173725	6.8725438499205	6.01507821594913	0.12236273456493	0.0756605863209065	0.535372062676686	120.03	114.32	69.92	59.42
Hira_FBgn0022786_notChanged	chrX	7720119	7741978	21860	*	9.59380200887088	9.77339529120021	9.38863031268325	0.151492293272741	0.0759283499286557	0.535372062676686	769	981.31	665.18	675.39
CG12531_FBgn0031064_notChanged	chrX	19716923	19761280	44358	*	9.99860878157207	10.276791041912	9.65365644992698	0.139767047065829	0.075942774341213	0.535372062676686	940.76	1540.39	890.59	720.32
CG32645_FBgn0052645_Up	chrX	13137199	13164854	27656	*	9.04541666646957	9.36541115402349	8.63359609817287	0.131136677982817	0.0761773361979411	0.535372062676686	477.21	841.96	440.69	353.64
CG7139_FBgn0027532_notChanged	chr3L	22069848	22079487	9640	*	10.0437481276449	9.89890001289536	10.1753710687053	-0.143447474791625	0.076305309763546	0.535372062676686	933.93	975.47	1076.43	1236.28
Drgx_FBgn0085369_notChanged	chr2L	3660745	3701092	40348	*	5.24668484558388	6.24668484558388	0	0.293908998536306	0.076366157021274	0.535372062676686	0	151.87	0	0
f_FBgn0262111_notChanged	chrX	17230942	17307475	76534	*	10.3474659432163	10.6545871746177	9.95677376932844	0.133169742621272	0.0769242560158048	0.538144530985831	1148.62	2075.27	1125.2	862.35
Osi17_FBgn0037427_Up	chr3R	6309772	6329308	19537	*	5.22270598264944	6.22270598264944	0	0.291052171062089	0.0772025177505262	0.538951753663483	0	149.37	0	0
CR32009_FBgn0052009_notChanged	chr4	29633	33633	4001	*	2.11010645954313	3.11010645954313	0	0.166239122251657	0.0779680753610648	0.54315023446266	9.76	7.51	0	0
Cbp53E_FBgn0004580_notChanged	chr2R	16971927	16998057	26131	*	5.18183370123391	6.18183370123391	0	0.286254553886756	0.0786453227348773	0.546717170020397	0	145.19	0	0
l(3)80Fj_FBgn0287182_notChanged	chr3L	28010599	28014599	4001	*	8.11517093650322	7.82753091583063	8.35488536068538	-0.14457008217356	0.0788569445512346	0.547039055597558	209.82	244.49	285.21	369.58
fkh_FBgn0000659_notChanged	chr3R	28583264	28587264	4001	*	2.48560833117377	3.48560833117377	0	0.179192724745139	0.079480811825378	0.550213402364385	4.88	17.52	0	0
NetA_FBgn0015773_Down	chrX	14651928	14655928	4001	*	4.86404101931747	5.78199017314358	1.68710567795286	0.117896554780427	0.0800768630310733	0.552295670976898	16.59	93.46	6.44	0
CG8027_FBgn0033392_notChanged	chr2R	9205124	9211774	6651	*	7.66015009735584	8.02477234386122	7.17102199712022	0.119406473801922	0.0801154191806923	0.552295670976898	243	277.87	186.77	101.45
snoRNA:Psi28S-2996_FBgn0082980_notChanged	chr2L	22533593	22558295	24703	*	10.9921073706985	10.8313832627296	11.1367072653062	-0.145072765126893	0.0802932039802521	0.552370503057493	1785.88	1858.31	2010.26	2492.85
Ssk_FBgn0036945_notChanged	chr3L	20186522	20191779	5258	*	7.64061124975146	7.93532521030883	7.26982003696129	0.13313689492947	0.0808232494402429	0.554493497474533	234.21	255.34	184.01	124.64
Adk3_FBgn0026602_notChanged	chr2R	7243776	7252655	8880	*	9.11018210506829	9.34572971196624	8.82852655697549	0.143590196907578	0.0809834311753801	0.554493497474533	676.29	625	538.22	371.03
CG15579_FBgn0040906_Up	chrX	4309799	4384466	74668	*	9.76160912104613	10.169633164478	9.190572068633	0.110021384161822	0.0811045188206933	0.554493497474533	763.15	1540.39	780.18	388.42
CG2556_FBgn0030396_notChanged	chrX	12495188	12518565	23378	*	8.07858732428909	8.53853555082164	7.39937823022313	0.101093461814495	0.0814268854518758	0.555549616412901	248.85	494.83	231.85	105.8
Mal-A5_FBgn0050359_notChanged	chr2R	8460753	8469595	8843	*	5.20463505467813	6.11172251533478	2.20167885078262	0.111042763999637	0.0820248076741886	0.558477548547099	27.32	110.98	9.2	0
B-H2_FBgn0004854_notChanged	chrX	17312581	17326175	13595	*	5.07874020826981	6.07874020826981	0	0.274544527260954	0.0823823768667261	0.559760338915805	0	135.18	0	0
pcm_FBgn0020261_notChanged	chrX	19490011	19532896	42886	*	10.4167374504917	10.6057199431863	10.1992140569444	0.146679813711642	0.083073904252119	0.563302354857094	1375.03	1741.49	1049.75	1301.5
CG42541_FBgn0260658_Up	chrX	3928578	3932578	4001	*	5.82857341184595	6.47555504238219	4.62471044544226	0.0805726761976713	0.0837433654979192	0.564432670597775	41.96	136.01	27.6	21.74
Aps_FBgn0036111_notChanged	chr3L	10897123	10901123	4001	*	7.33298100832146	7.63700256582225	6.94730252417108	0.129093666581757	0.0838046876423949	0.564432670597775	202.01	196.09	145.36	101.45
CAHbeta_FBgn0037646_notChanged	chr3R	8978860	8997212	18353	*	8.68171790065978	9.10744261382217	8.07514049242904	0.104577869359081	0.084750186653334	0.564432670597775	472.33	630.84	390.09	149.28
corto_FBgn0010313_notChanged	chr3R	5085072	5089072	4001	*	7.72822630656258	7.96686451207988	7.44213601136143	0.140169746693561	0.084847699860368	0.564432670597775	280.08	220.29	173.89	173.92
CG44437_FBgn0265629_notChanged	chrX	13200262	13204262	4001	*	5.72796238609876	6.36441951441924	4.5614370014114	0.0805675841325027	0.0848499207530913	0.564432670597775	48.79	115.99	31.28	15.94
aspr_FBgn0031089_notChanged	chrX	20146124	20157514	11391	*	6.79998900173215	7.43090489493321	5.65263422846676	0.0807398306239339	0.0850320594534602	0.564432670597775	83.93	261.18	74.52	26.09
CG14186_FBgn0036935_notChanged	chr3L	20101827	20105827	4001	*	5.09757822526177	5.98682721253907	2.33918237453255	0.10157867488821	0.0850847095776365	0.564432670597775	57.58	69.26	10.12	0
Gs2_FBgn0001145_notChanged	chrX	11420832	11432197	11366	*	6.38912595188463	7.26948533986098	3.73773175102283	0.0990273035840588	0.0851664917913679	0.564432670597775	102.47	206.11	26.68	0
CG1999_FBgn0029947_notChanged	chrX	7356796	7362058	5263	*	3.6256722109386	4.6256722109386	0	0.215260354277614	0.0855232815687186	0.564432670597775	0.98	48.4	0	0
RpS26_FBgn0261597_notChanged	chr2L	18441277	18445277	4001	*	8.26577490252915	8.00513162584325	8.48645694484594	-0.142424502981761	0.0855625482664829	0.564432670597775	263.49	250.33	310.05	407.26
lncRNA:CR44146_FBgn0264995_notChanged	chr2L	20792806	20818240	25435	*	10.2214820450056	10.3779187650629	10.0459957808572	0.144163941653629	0.0855832070107282	0.564432670597775	1251.09	1410.21	1159.24	955.11
lncRNA:CR44917_FBgn0266222_notChanged	chr2L	21853094	21871759	18666	*	9.27382458608028	8.98185162876034	9.51653768527291	-0.138754870095143	0.0856560790432814	0.564432670597775	453.79	557.41	864.83	600.02
Unc-115a_FBgn0051352_notChanged	chr3R	9703417	9707417	4001	*	7.36549105120688	7.67638722050252	6.96865467720493	0.126168809471135	0.0859422415468666	0.564432670597775	214.7	194.43	149.04	101.45
Alp6_FBgn0033423_notChanged	chr2R	9559638	9567190	7553	*	8.86422518288505	9.10375695181123	8.57684837959682	0.139129631390227	0.0861401115774088	0.564432670597775	458.67	641.69	415.85	347.84
CG3107_FBgn0033005_notChanged	chr2R	5088581	5097090	8510	*	9.86036101149648	9.65380529100036	10.0410134260785	-0.14489853056592	0.0863374626981538	0.564432670597775	815.85	795.23	909.91	1197.15
COX7C_FBgn0040773_notChanged	chr2R	10046353	10070702	24350	*	9.36510688922082	9.71348384096985	8.90488104260078	0.117890494556517	0.0863898331520048	0.564432670597775	715.33	963.78	641.26	317.4
spok_FBgn0086917_Up	chr3R	3320810	3356486	35677	*	4.96770889588106	5.96770889588106	0	0.262533194187379	0.0865672016098291	0.564432670597775	0	125.17	0	0
CG34278_FBgn0085307_notChanged	chr3R	17118465	17122808	4344	*	7.42811196617368	7.84263307154298	6.84418169909277	0.105544680733772	0.0866394765900763	0.564432670597775	231.29	227.8	157.32	72.47
Lcch3_FBgn0010240_notChanged	chrX	15923105	15930529	7425	*	6.62321393020226	7.19631428637686	5.65822615726582	0.0839499675624715	0.0870527981352282	0.564432670597775	118.08	175.23	76.36	24.64
CG31406_FBgn0051406_notChanged	chr3R	10346761	10363612	16852	*	10.9631630353825	10.8627589482365	11.0570318731029	-0.121354446910392	0.0871885469642538	0.564432670597775	1849.31	1875	2027.74	2233.42
chn_FBgn0015371_notChanged	chr2R	15113236	15151709	38474	*	11.174388195979	11.248809580153	11.0959179813905	0.107101770101276	0.087233730755936	0.564432670597775	2375.32	2491.66	2210.83	2166.75
Nup44A_FBgn0033247_notChanged	chr2R	7986462	7993862	7401	*	7.35371581958264	7.75291904926604	6.79990983948203	0.107791434675734	0.0872374841391786	0.564432670597775	172.73	258.68	141.68	81.16
tsl_FBgn0003867_notChanged	chr3R	21780536	21784536	4001	*	8.71875042336867	8.55444691313641	8.86624049932866	-0.141977567423926	0.0873017753352062	0.564432670597775	380.6	371.33	443.45	489.87
CG14984_FBgn0035480_Up	chr3L	3950550	3954550	4001	*	8.13371899423912	7.89346201269332	8.33961880322484	-0.142578914006163	0.0873343993188459	0.564432670597775	252.76	222.8	355.13	292.77
CG7763_FBgn0040503_notChanged	chr2R	11412510	11417462	4953	*	4.4643620354684	5.35510533795108	1.68710567795286	0.0997292396984645	0.0882465988897583	0.569104675846097	35.13	46.73	6.44	0
Parp_FBgn0010247_notChanged	chr3R	3585054	3589054	4001	*	8.15117969240813	7.88485425164626	8.37591826507353	-0.140011031736551	0.0884012702885748	0.569104675846097	233.24	239.49	286.13	378.28
CG41128_FBgn0069923_notChanged	chr3R	3748363	3754353	5991	*	9.32017237233165	9.05797906376967	9.54196370953836	-0.140177567051754	0.0886130877892654	0.569360597077047	509.42	556.58	615.5	875.4
Dic1_FBgn0027610_notChanged	chr3R	13362938	13371278	8341	*	8.76595307053008	8.60064443274266	8.91425240796757	-0.141252365610357	0.0889582886528051	0.570470885953745	376.69	399.7	459.09	505.82
sNPF_FBgn0032840_notChanged	chr2L	20025915	20058373	32459	*	4.88863732488987	5.88863732488987	0	0.254340542463793	0.0896510579312206	0.571249198669734	0	118.49	0	0
GEFmeso_FBgn0050115_notChanged	chr2R	18609777	18634045	24269	*	9.63349519083454	9.93306168044397	9.25497363512441	0.125447157240604	0.0897215826557993	0.571249198669734	875.37	1079.77	785.7	436.25
CG13117_FBgn0032140_Up	chr2L	9734645	9739949	5305	*	5.92586664918843	6.81824390834105	3.12767826933884	0.10011122000378	0.0898662508797488	0.571249198669734	48.79	176.9	17.48	0
CG46301_FBgn0283651_notChanged	chr2L	14102090	14162587	60498	*	4.87844155778398	5.87844155778398	0	0.253305302525134	0.0900550749052622	0.571249198669734	0	117.66	0	0
Osi12_FBgn0037419_Up	chr3R	6276531	6287200	10670	*	4.87844155778398	5.87844155778398	0	0.253305302525134	0.0900550749052622	0.571249198669734	0	117.66	0	0
CG5787_FBgn0032454_notChanged	chr2L	12710952	12714952	4001	*	6.35077144554766	6.83165791805176	5.62434477169089	0.0929559954549187	0.0902414680099627	0.571249198669734	115.16	112.65	65.32	33.33
CG9813_FBgn0038143_notChanged	chr3R	13377775	13390709	12935	*	8.60192504993264	8.91807182259452	8.19647190039685	0.121890546123358	0.0902881024189396	0.571249198669734	485.99	481.48	380.89	205.81
ClC-a_FBgn0051116_notChanged	chr3R	11811207	11815207	4001	*	6.53256716871802	6.92579292386658	5.99026310861059	0.106207054281922	0.0905545551243895	0.57184164676833	140.53	102.64	56.12	71.02
CG32549_FBgn0052549_Up	chrX	18408144	18412144	4001	*	5.82617308878079	6.34296655874249	5.01325242825347	0.0878311576444023	0.0910679693183624	0.572943398033926	78.07	84.28	41.4	23.19
Taf3_FBgn0026262_notChanged	chr4	464828	473476	8649	*	9.58428385771442	9.32080370939517	9.80699458224388	-0.138408109329308	0.0910753180313826	0.572943398033926	660.68	618.32	727.74	1063.81
CG11073_FBgn0034693_notChanged	chr2R	22097534	22107963	10430	*	7.80844084157048	8.32306488832747	7.00095872684561	0.0872255381722166	0.0923762391921423	0.580024621417076	256.66	383.85	199.65	56.52
Tim23_FBgn0267976_notChanged	chr2L	23311578	23315578	4001	*	8.87489904306268	8.68758983593117	9.040660235714	-0.141100818422124	0.0926011925449774	0.580335882824489	421.59	403.04	479.33	573.94
CG42271_FBgn0259166_notChanged	chrX	14232066	14244822	12757	*	8.23842984429517	8.51561028371351	7.89501917567389	0.127678965033689	0.09288276885566	0.58100015528049	288.86	443.09	255.77	220.3
Syn1_FBgn0037130_notChanged	chr3L	21768534	21772534	4001	*	2.62195013025825	3.62195013025825	0	0.167862990630476	0.0939416634361896	0.586515027000663	2.93	21.7	0	0
GluRIIA_FBgn0004620_notChanged	chr2L	5553072	5560994	7923	*	4.75011746080844	5.75011746080844	0	0.240674067623362	0.0952666371396409	0.593667235960587	0	107.64	0	0
Pkc53E_FBgn0003091_notChanged	chr2R	16922655	16947126	24472	*	4.72757489215735	5.72757489215735	0	0.238529282494584	0.0962066916604333	0.598398388542056	0	105.97	0	0
Bruce_FBgn0266717_notChanged	chr3R	10329353	10343668	14316	*	8.54839376237009	8.71896671601607	8.35491517518425	0.139103337437318	0.096639094009475	0.599960153991281	385.48	457.28	333.05	321.75
Ziz_FBgn0260486_notChanged	chr2L	7494307	7498307	4001	*	7.34680474810194	7.65685620613087	6.95134692360564	0.118592836675994	0.097163194819773	0.60208429149556	240.07	163.55	131.56	115.95
Irp-1B_FBgn0024957_notChanged	chr3R	10410869	10418046	7178	*	7.88735273741499	8.11600060841423	7.61551488312492	0.133607166037788	0.097718570091913	0.604393922306804	270.32	284.55	222.65	169.57
Usp15-31_FBgn0050421_notChanged	chr2R	24741749	24770172	28424	*	10.1456527626532	10.357666383121	9.89702437176145	0.135517834308566	0.0980366083980245	0.605189502357754	1208.15	1416.05	1124.28	782.64
CG5539_FBgn0034907_notChanged	chr2R	23802811	23884927	82117	*	11.3359935705342	11.6194264767648	10.982916530342	0.122992659059677	0.0982798513199952	0.605189502357754	2740.3	3552.24	2640.48	1407.3
Dcr-2_FBgn0034246_Up	chr2R	17579525	17588294	8770	*	7.79141060476986	8.33372948656382	6.912263075139	0.081213622186669	0.0983958755722186	0.605189502357754	266.42	378.84	195.97	44.93
Tre1_FBgn0046687_notChanged	chrX	5677977	5686456	8480	*	8.0071530988682	8.27232731537101	7.68200932535478	0.12573374692356	0.0992622834639101	0.609385706831315	247.88	370.49	200.57	210.15
CG13868_FBgn0034501_notChanged	chr2R	20314917	20332721	17805	*	8.92568662781898	9.26861148189028	8.47496083959396	0.110577338865578	0.0996692312833687	0.610714813706809	560.16	673.4	481.18	230.44
Smr_FBgn0265523_notChanged	chrX	12740618	12751785	11168	*	9.7708430859333	9.47753556229761	10.0144767283766	-0.129586303431091	0.0998479039635491	0.610714813706809	625.55	800.23	828.03	1240.63
CG16739_FBgn0034505_notChanged	chr2R	20339993	20348018	8026	*	4.63370796869313	5.63370796869313	0	0.229827313709863	0.100201274481596	0.611406226919651	0	99.3	0	0
MBD-R2_FBgn0038016_notChanged	chr3R	12354265	12381255	26991	*	10.4806888167041	10.3571454232491	10.5944821717664	-0.127743288978973	0.100350204584386	0.611406226919651	1218.89	1404.37	1550.25	1542.09
Sfxn1-3_FBgn0037239_notChanged	chr3R	4376600	4409182	32583	*	10.6525015387927	10.7433945280962	10.5554947485705	0.116263859934465	0.100690339127551	0.611406226919651	1651.21	1777.37	1537.37	1472.52
CG32428_FBgn0052428_notChanged	chr3L	20471723	20479003	7281	*	8.50830176304826	8.29887606674166	8.69114473845342	-0.136604176479624	0.10076988571313	0.611406226919651	281.06	348.8	422.29	404.36
ari-1_FBgn0017418_notChanged	chrX	18135784	18139784	4001	*	6.90991825805295	7.23651583349506	6.48706454798448	0.112282254025559	0.100884799002155	0.611406226919651	152.24	149.37	73.6	105.8
unc-4_FBgn0024184_notChanged	chrX	17766569	17780708	14140	*	4.60925492496859	5.60925492496859	0	0.227619544217575	0.101263371197465	0.612493894149181	0	97.63	0	0
Hsp26_FBgn0001225_notChanged	chr3L	9375427	9388463	13037	*	10.5781182469399	10.3799422708542	10.7523304462361	-0.136487772549255	0.101594665471558	0.612493894149181	1357.46	1307.58	1462.85	1987.03
Osi6_FBgn0027527_Up	chr3R	6232708	6239181	6474	*	4.59687120051276	5.59687120051276	0	0.226510591503636	0.101804666600801	0.612493894149181	0	96.8	0	0
GluClalpha_FBgn0024963_notChanged	chr3R	19728715	19777231	48517	*	4.59687120051276	5.59687120051276	0	0.226510591503636	0.101804666600801	0.612493894149181	0	96.8	0	0
Ank_FBgn0011747_notChanged	chr4	127849	145123	17275	*	11.0124665830786	10.7993510118309	11.1981146657186	-0.135114372611371	0.103266220507979	0.620159571072417	1878.59	1685.58	1949.54	2749.38
Cpsf160_FBgn0024698_notChanged	chr2R	14501488	14517211	15724	*	8.74114770077661	9.10999284011455	8.24435652362752	0.102896060399566	0.104621443814651	0.627160068084563	474.28	630.84	419.53	186.96
