chrom	-2000	2000	GeneID_FBID_notChanged
chrX	10364273	10368273	l(1)G0289_FBgn0028331_notChanged
chr2L	10207744	10211744	CG5731_FBgn0032192_notChanged
chr3L	9694700	9698700	Prps_FBgn0036030_notChanged
chr3R	10759032	10763032	MED7_FBgn0051390_notChanged
chr3L	22870200	22875702	CG11109_FBgn0037200_notChanged
chr3R	18214142	18220014	CG14314_FBgn0038581_Up
chr3L	3326871	3330871	Strip_FBgn0035437_notChanged
chr2R	10307794	10311794	RNaseZ_FBgn0028426_notChanged
chr3L	20430361	20434361	Las_FBgn0029158_notChanged
chr2L	8028721	8042826	Cka_FBgn0044323_notChanged
chr3R	20619938	20630915	H_FBgn0001169_notChanged
chr2L	13548139	13641411	kuz_FBgn0259984_notChanged
chr3R	17041564	17050421	Patr-1_FBgn0266053_notChanged
chr3R	19642386	19646386	Vha13_FBgn0283536_notChanged
chrX	13610062	13614062	Ndc80_FBgn0030500_notChanged
chr3R	32049993	32053993	krz_FBgn0040206_notChanged
chr2L	3578769	3582769	sob_FBgn0004892_notChanged
chr3R	19640722	19644722	subdued_FBgn0038721_notChanged
chrX	2048120	2052120	moody_FBgn0025631_Up
chr3R	16179020	16188235	CG8927_FBgn0038405_Up
chr3L	1801107	1808920	CG42676_FBgn0261562_notChanged
chr3R	14916628	14925083	Sdr_FBgn0038279_notChanged
chr2R	17158829	17162829	CG30457_FBgn0050457_Down
chr3R	12687367	12691367	kar_FBgn0001296_Up
chr2R	18407048	18411835	GstE9_FBgn0063491_Down
chr3L	5364455	5369381	Membrin_FBgn0260856_notChanged
chr3L	4238173	4244603	CG14997_FBgn0035515_notChanged
chr2L	8196882	8202652	PGAP5_FBgn0031997_notChanged
chrX	23066301	23083144	CG17167_FBgn0039941_Down
chr3L	10629079	10635969	hay_FBgn0001179_notChanged
chr3L	540931	544931	Cypl_FBgn0035141_notChanged
chrX	6754322	6772712	sov_FBgn0287725_notChanged
chrX	11985764	11989764	gd_FBgn0000808_Up
chr3R	10211007	10215007	Timp_FBgn0025879_Up
chr3R	6700877	6704877	Ccp84Ab_FBgn0004782_Up
chrX	19864146	19910108	Hers_FBgn0052529_notChanged
chr3L	11134049	11165984	IRSp53_FBgn0052082_notChanged
chr2L	10293385	10297385	Hand_FBgn0032209_Up
chr2R	7618711	7622711	CG1358_FBgn0033196_Up
chr3L	18996283	19000283	CG18135_FBgn0036837_notChanged
chr2R	23376573	23382438	yellow-d_FBgn0041712_Down
chr3R	14027228	14033483	Cyp6d5_FBgn0038194_Down
chr2L	21539153	21543681	His3:CG33866_FBgn0053866_Down
chr3R	17147412	17151412	m-cup_FBgn0038488_notChanged
chr3L	6172248	6180941	CG7376_FBgn0035689_notChanged
chrX	6235315	6242558	CG14445_FBgn0029851_Up
chr2L	6048800	6055877	CG9135_FBgn0031769_notChanged
chrX	11885284	11890240	SelG_FBgn0030350_notChanged
chr2R	20261979	20266848	RpS18_FBgn0010411_notChanged
chr3R	23990916	23994916	CG13604_FBgn0039137_notChanged
chr3L	7321411	7325411	RhoGEF4_FBgn0035761_notChanged
chr3L	11820275	11824275	CG5946_FBgn0036211_notChanged
chr2R	20634392	20640423	CG13436_FBgn0034532_Up
chr2R	14513211	14517211	Cpr51A_FBgn0033942_Up
chr3L	18820604	18830188	Cat_FBgn0000261_notChanged
chr2L	17475888	17479888	cass_FBgn0286781_notChanged
chr3L	1245817	1252451	Sac1_FBgn0283500_notChanged
chr2R	17245383	17249383	CG12699_FBgn0046294_Up
chr2R	24513320	24517320	Letm1_FBgn0284252_notChanged
chr3R	16401690	16405690	ss_FBgn0003513_Up
chr2R	20341845	20348018	CG13870_FBgn0034506_Up
chr3L	4044596	4061660	CG1136_FBgn0035490_Up
chrX	7953990	7957990	CG15332_FBgn0029986_Up
chr2R	7018133	7022746	CG43647_FBgn0263656_Up
chr2L	3604756	3608756	odd_FBgn0002985_notChanged
chrX	3866973	3882379	CG2930_FBgn0028491_Down
chr2L	14261027	14330262	wb_FBgn0261563_notChanged
chr2L	20732609	20752941	Fs(2)Ket_FBgn0262743_notChanged
chr2R	24078527	24082527	CG10339_FBgn0034972_Up
chr3R	16355015	16359015	CG10311_FBgn0038420_Down
chr3L	27277316	27424159	Dbp80_FBgn0024804_notChanged
chr4	903179	909924	CR43361_FBgn0263093_Up
chr3L	20356512	20361820	CG5665_FBgn0036977_Up
chr3R	8120725	8127273	CG7878_FBgn0037549_notChanged
chr3R	25493161	25497161	CG33494_FBgn0053494_Up
chr3L	16579637	16584767	CR43727_FBgn0263975_Up
chr2L	9435469	9466184	numb_FBgn0002973_notChanged
chr3R	18793169	18797169	CG7720_FBgn0038652_Down
chr3R	26454877	26459242	CG14237_FBgn0039428_Up
chr3L	21354495	21358495	CG12971_FBgn0037078_Up
chr2R	23554672	23562263	ItgaPS5_FBgn0034880_notChanged
chrX	12758617	12762617	Paics_FBgn0020513_notChanged
chr3L	9382063	9387694	Hsp27_FBgn0001226_Down
chr3R	11762457	11766457	Lk6_FBgn0017581_notChanged
chr2R	20109511	20118932	18w_FBgn0287775_notChanged
chr2L	8027462	8032565	baf_FBgn0031977_notChanged
chrX	645304	650597	Roc1a_FBgn0025638_notChanged
chr2R	4729241	4733241	CR40282_FBgn0039979_Up
chrX	21023888	21027888	r-cup_FBgn0031142_Up
chr2L	11807438	11811438	crol_FBgn0020309_notChanged
chr2R	24785411	24789411	key_FBgn0041205_notChanged
chr4	1029757	1033757	CG11076_FBgn0039929_notChanged
chr3L	3146646	3160408	BtbVII_FBgn0263108_notChanged
chr3R	22040191	22081321	how_FBgn0264491_notChanged
chrX	18101653	18107393	CG7135_FBgn0030895_Up
chrX	16323763	16330523	CalpC_FBgn0260450_notChanged
chr3R	12088612	12092612	ATP8B_FBgn0037989_notChanged
chr3R	30688642	30694768	Spn100A_FBgn0039795_Down
chr2R	8162869	8166869	CG30373_FBgn0050373_notChanged
chr3L	14051215	14073583	Frl_FBgn0267795_notChanged
chrX	3878748	3884967	VhaAC39-1_FBgn0285910_notChanged
chr2L	20654426	20661218	CG2614_FBgn0032873_notChanged
chr3L	21670139	21676518	CG11249_FBgn0037115_Up
chr3R	24346791	24350791	CG5746_FBgn0039186_notChanged
chr3L	11212505	11232745	CG42671_FBgn0261553_notChanged
chrX	5745254	5749254	IntS6_FBgn0261383_notChanged
chr3R	11794948	11798948	Sbf_FBgn0025802_notChanged
chrX	8059645	8072237	mys_FBgn0004657_notChanged
chrY	1031831	1037493	Su(Ste):CR42425_FBgn0259856_Up
chr2R	3064499	3193011	dpr21_FBgn0260995_Up
chr3R	9258638	9264590	ATP6AP2_FBgn0037671_notChanged
chr2L	16725826	16729826	VhaSFD_FBgn0027779_notChanged
chrX	21348280	21359912	sol_FBgn0003464_notChanged
chrX	1450430	1456177	Gr2a_FBgn0265139_Up
chr2R	19490087	19496125	Rep_FBgn0026378_notChanged
chr2L	16741100	16745100	LSm7_FBgn0261068_notChanged
chr2R	17790870	17802677	Dhit_FBgn0028743_Up
chr2R	22645245	22649245	CG30195_FBgn0050195_Down
chrX	627773	635633	Mybbp1A_FBgn0001341_notChanged
chr3L	20796645	20802081	tzn_FBgn0037024_notChanged
chr2R	10435382	10439382	CG12895_FBgn0033523_notChanged
chr2L	9788745	9792745	hpRNA:CR18854_FBgn0285991_notChanged
chr3L	8135498	8139498	Setx_FBgn0035842_notChanged
chr3R	25245658	25251100	Nup37_FBgn0039301_notChanged
chr3R	8103332	8124294	puc_FBgn0243512_notChanged
chrX	6595088	6601699	APC7_FBgn0029879_Up
chr3L	11121348	11136663	NaPi-III_FBgn0260795_notChanged
chrX	10080492	10084492	ZAP3_FBgn0052685_notChanged
chr2R	18609777	18613777	GEFmeso_FBgn0050115_notChanged
chr3L	18682061	18686061	Chmp1_FBgn0036805_notChanged
chr3L	19693260	19697260	verm_FBgn0261341_notChanged
chr2L	1168365	1172365	Plap_FBgn0024314_notChanged
chr3L	22736420	22740420	CG11241_FBgn0037186_Up
chr2R	7707184	7711184	tor_FBgn0003733_Up
chr3L	12848165	12855169	Wbp2_FBgn0036318_notChanged
chr2R	6681749	6685749	asRNA:CR44165_FBgn0265050_Up
chr3R	24892605	24896605	CG31121_FBgn0051121_notChanged
chr2L	13369110	13373110	ND-B22_FBgn0032511_notChanged
chr3R	24767351	24772933	CG13631_FBgn0040600_Up
chr3R	15223329	15227329	CG31344_FBgn0051344_notChanged
chr2L	7888704	7892704	Spn28Db_FBgn0053121_Up
chrX	21603264	21607264	GCS2alpha_FBgn0027588_notChanged
chr3L	10223240	10227240	scramb1_FBgn0052056_notChanged
chr2R	15853961	15859522	CG12970_FBgn0034047_Up
chr2R	18781299	18796594	CG15080_FBgn0034391_Up
chrX	10068868	10072868	CG15312_FBgn0030174_Up
chrX	15990468	15998509	exd_FBgn0000611_notChanged
chr2R	11243406	11247995	CG34225_FBgn0085254_Up
chr2L	7996869	8001676	Sirup_FBgn0031971_notChanged
chrX	7882026	7886026	Ir7f_FBgn0259188_Down
chrX	2220567	2224567	Vinc_FBgn0004397_notChanged
chr3R	31736468	31745306	eEF1alpha2_FBgn0000557_Up
chr2L	3142786	3146786	toc_FBgn0015600_notChanged
chr3L	11694963	11698963	Dph1_FBgn0036194_Down
chr2L	10440534	10452080	loh_FBgn0032252_Up
chr2R	10836727	10840727	LTV1_FBgn0027525_notChanged
chr3R	19873678	19877678	CG4562_FBgn0038740_notChanged
chr3R	5366306	5370306	Cerk_FBgn0037315_notChanged
chr2L	8413256	8417256	CG13398_FBgn0032042_notChanged
chr3R	23817237	23821237	eIF4G2_FBgn0260634_notChanged
chr2R	14244966	14254597	Mdr50_FBgn0010241_Up
chr3L	831385	835385	Sf3b3_FBgn0035162_notChanged
chrX	1939940	2009956	Hr4_FBgn0264562_Down
chr3L	13937250	13964647	CG32137_FBgn0052137_notChanged
chr2L	20833840	20837840	Oseg5_FBgn0032891_notChanged
chr2L	21359216	21369288	dtr_FBgn0023090_Up
chr3L	1627301	1631301	GC_FBgn0035245_Up
chr2L	21755466	21759466	step_FBgn0086779_notChanged
chrX	12027032	12031032	Usp7_FBgn0030366_notChanged
chr2R	24872912	24876912	CG16896_FBgn0035073_notChanged
chr3R	6196811	6209678	Osi24_FBgn0037409_Up
chrX	9599030	9606280	Gga_FBgn0030141_notChanged
chr2R	4822319	4826319	CG17528_FBgn0261387_notChanged
chr2R	17663678	17671275	eIF3c_FBgn0034258_notChanged
chr2L	9923161	9932378	CG42366_FBgn0259712_Up
chr2R	19339809	19347754	fest_FBgn0034435_Up
chr3L	12788192	12798084	CG42709_FBgn0261674_notChanged
chr3L	9132405	9136405	bol_FBgn0011206_Up
chr3R	18186707	18190707	CG12321_FBgn0038577_notChanged
chr3R	16989878	16993878	EMC2B_FBgn0038461_notChanged
chr3R	14284903	14288903	trx_FBgn0003862_notChanged
chrX	7933896	7955883	Ubr3_FBgn0260970_notChanged
chr2L	2240378	2247274	CG4267_FBgn0264979_Up
chr2L	5053058	5058149	His3.3A_FBgn0014857_notChanged
chr3R	4982232	4986232	CG14662_FBgn0037291_Up
chrX	3132870	3174221	N_FBgn0004647_notChanged
chr2L	8684231	8689052	Trs23_FBgn0260861_notChanged
chr2L	7202264	7206264	CG4502_FBgn0031896_notChanged
chr3R	7812361	7857392	CG34384_FBgn0085413_Up
chr2R	23549313	23555547	Dcp-1_FBgn0010501_notChanged
chr2L	20424199	20449905	CG31688_FBgn0263355_notChanged
chrX	15484922	15513223	Gmap_FBgn0027287_notChanged
chr3L	6761246	6765246	Rsph3_FBgn0052392_Up
chr3R	7471222	7475222	scaRNA:MeU5-C46_FBgn0043853_Down
chr3R	5622125	5626125	Dph4_FBgn0037350_Up
chr3R	27073870	27084818	CG14257_FBgn0039479_Down
chr2L	16682008	16686008	CG31807_FBgn0051807_Up
chr2R	14880118	14886046	Cyp6a20_FBgn0033980_Up
chrX	5419533	5429219	Usp16-45_FBgn0029763_notChanged
chr3R	5653139	5658336	MED27_FBgn0037359_notChanged
chr3L	21704365	21708365	CG32447_FBgn0052447_notChanged
chr2R	10478111	10482111	trsn_FBgn0033528_notChanged
chr3R	30132599	30136599	Tpi_FBgn0086355_notChanged
chr2R	14138902	14142902	Prosap_FBgn0040752_notChanged
chr2L	10699544	10703544	Lip1_FBgn0023496_Down
chr3R	23246903	23250903	CG4467_FBgn0039064_Up
chr3R	12991201	12995201	yellow-f_FBgn0041710_Down
chr3R	26022579	26026579	E(spl)m4-BFM_FBgn0002629_notChanged
chr3L	8973046	8979401	Srp68_FBgn0035947_notChanged
chrX	16884818	16890729	CG4880_FBgn0030803_notChanged
chr2R	12590917	12594917	Sin3A_FBgn0022764_notChanged
chr2R	14747223	14752165	AttB_FBgn0041581_Down
chr2R	20585551	20608854	HnRNP-K_FBgn0267791_notChanged
chr3R	10852501	10858412	CG4511_FBgn0037843_notChanged
chr3L	19803080	19807080	TORIP_FBgn0036908_notChanged
chr2R	23381424	23385424	CG13551_FBgn0040660_notChanged
chr3L	4252306	4256306	ago_FBgn0041171_notChanged
chr2R	6198853	6203956	eIF3f2_FBgn0033069_Up
chrX	13614586	13618586	tth_FBgn0030502_notChanged
chr2L	5276865	5285283	Bub1_FBgn0031696_notChanged
chrX	2691886	2695886	dyw_FBgn0000092_Up
chrX	12594047	12611910	Sec16_FBgn0052654_notChanged
chr3R	24191832	24198880	CG6204_FBgn0039165_notChanged
chr3R	28921044	28927086	CG11828_FBgn0039616_Up
chrX	7899880	7905643	bys_FBgn0010292_notChanged
chr3R	24605271	24609795	lncRNA:CR46095_FBgn0267764_Up
chr3R	24875045	24883478	CG11089_FBgn0039241_Down
chr2R	11983393	11987393	RnrS_FBgn0011704_notChanged
chrX	17147001	17152647	Chchd2_FBgn0260747_notChanged
chr3R	13042759	13049388	Hsc70-2_FBgn0001217_Up
chrX	4115020	4132016	tyf_FBgn0026083_notChanged
chr2R	7672450	7677362	CG12107_FBgn0033209_notChanged
chr3R	9709037	9713037	trbd_FBgn0037734_notChanged
chr2L	8240486	8245426	CG14277_FBgn0032008_Up
chr3R	8028790	8032790	CG2747_FBgn0037541_notChanged
chr3R	26861376	26866559	IntS12_FBgn0039459_notChanged
chr3L	6701521	6705521	SP1173_FBgn0035710_notChanged
chr3L	708607	712607	CkIIalpha-i3_FBgn0025676_notChanged
chr3L	21514306	21524684	Cdk12_FBgn0037093_notChanged
chr2R	8920755	8924755	Spt_FBgn0033348_notChanged
chr3L	907112	914319	nerfin-1_FBgn0028999_Up
chr3L	16784941	16788941	eIF3e_FBgn0025582_notChanged
chr2L	21177683	21181683	bur_FBgn0000239_notChanged
chr2R	24303881	24315099	betaTub60D_FBgn0003888_Down
chr2R	16184584	16196277	clu_FBgn0034087_notChanged
chr3L	18137402	18147418	geko_FBgn0020300_Down
chr2L	5997501	6001501	lid_FBgn0031759_notChanged
chr2L	17431862	17437800	CG5043_FBgn0032636_Up
chr2R	18525430	18537749	Pepck2_FBgn0034356_Down
chrX	15448261	15455167	Ahcy_FBgn0014455_notChanged
chr2R	7537696	7541696	CG1598_FBgn0033191_notChanged
chr2L	21680164	21684164	eEF2_FBgn0000559_notChanged
chr3R	31211376	31215376	Zwilch_FBgn0061476_notChanged
chr3L	16593014	16597014	spd-2_FBgn0027500_notChanged
chrX	10383960	10411817	flw_FBgn0000711_notChanged
chrX	12904018	12908018	CG4404_FBgn0030432_Up
chr2R	11864383	11868383	Damm_FBgn0033659_Up
chr2L	19952	26237	asRNA:CR43609_FBgn0263584_Up
chr3R	21738105	21746431	CG5849_FBgn0038897_Down
chrX	1044224	1049009	CG42259_FBgn0266569_Up
chr2R	17134451	17138903	Gbp1_FBgn0034199_Down
chr2R	21387405	21394439	Acox57D-d_FBgn0034629_Up
chr3R	20562067	20566067	CG10877_FBgn0038804_Down
chr3L	244912	248912	E(bx)_FBgn0000541_notChanged
chr3R	27155948	27161781	grass_FBgn0039494_Up
chr3R	28597288	28601288	Noa36_FBgn0026400_notChanged
chr2L	5051094	5055094	eIF3h_FBgn0022023_notChanged
chrX	15890116	15908716	shi_FBgn0003392_notChanged
chr3L	23147530	23152668	asRNA:CR45164_FBgn0266657_Up
chr2L	2855164	2870548	CG2991_FBgn0031474_notChanged
chr2L	18829229	18835630	ScpX_FBgn0015808_notChanged
chr2R	23417684	23421684	CG9812_FBgn0034860_Up
chrX	12651626	12659834	CkIalpha_FBgn0015024_notChanged
chr3L	3255878	3270184	ckd_FBgn0035427_Up
chrX	6369026	6373026	lncRNA:CR44816_FBgn0266051_Up
chrX	6281575	6285575	CG11700_FBgn0029856_Down
chr3L	340915	344915	mthl10_FBgn0035132_notChanged
chr3R	18543586	18547586	fru_FBgn0004652_notChanged
chr3R	25659286	25663286	Tnks_FBgn0027508_notChanged
chr2L	11201544	11205544	Ca-beta_FBgn0287724_Up
chr2L	6463669	6467669	Rchy1_FBgn0031816_Up
chr3L	20399609	20403609	trbl_FBgn0028978_notChanged
chrX	21065540	21069540	CG32512_FBgn0052512_Down
chr2L	6253859	6258822	AANATL2_FBgn0031791_Down
chr2L	16291721	16295721	lncRNA:CR44899_FBgn0266204_Up
chr3R	15971298	15985451	Hel89B_FBgn0022787_notChanged
chr2L	6478575	6482575	Sec61alpha_FBgn0086357_notChanged
chr3L	9596988	9602341	CG3222_FBgn0036014_Up
chr3R	25338252	25346838	rha_FBgn0027376_Up
chr2L	7730670	7734670	CG13796_FBgn0031939_Down
chr2R	17570829	17575330	CG42239_FBgn0250868_notChanged
chr3L	20814075	20818075	CG3618_FBgn0037028_notChanged
chr2L	16898473	16902473	CG31805_FBgn0051805_Up
chr3L	3367556	3371942	Drs_FBgn0283461_Down
chrX	15794028	15798028	CG8974_FBgn0030693_notChanged
chrX	5736031	5740031	Snx27_FBgn0052758_notChanged
chr2R	7658588	7662588	CG1339_FBgn0033202_Up
chr2L	6654321	6658321	CG31633_FBgn0051633_Up
chr3L	10659475	10665157	CG8003_FBgn0036096_notChanged
chr2L	16489540	16509621	Tpr2_FBgn0032586_notChanged
chr3R	24161966	24170264	Apc2_FBgn0026598_notChanged
chrX	2184855	2189741	CG17777_FBgn0040900_Up
chr2L	19043148	19047148	Ttc19_FBgn0032744_Up
chr2L	9492876	9496876	Gdi_FBgn0004868_notChanged
chr2L	20643791	20647791	phr6-4_FBgn0016054_notChanged
chr3L	22754796	22759328	lncRNA:CR45961_FBgn0267623_Up
chr3L	5784718	5788718	Cralbp_FBgn0035636_Up
chr2R	15307368	15311368	Trpm_FBgn0265194_notChanged
chrX	18786210	18790210	CG6961_FBgn0030959_notChanged
chr2R	8125575	8131476	Socs44A_FBgn0033266_notChanged
chr2L	8160452	8164452	Acbp1_FBgn0031992_notChanged
chrX	4378758	4384466	CG12688_FBgn0029707_Up
chr3R	26879734	26912997	T48_FBgn0004359_notChanged
chr3R	26438778	26450991	tx_FBgn0263118_Up
chr2R	20252670	20256670	CG9864_FBgn0034490_Up
chr3R	5586873	5591703	PolZ2_FBgn0037345_Up
chr2R	4781646	4785646	CR43281_FBgn0262970_Up
chr3R	29025236	29032938	CG1951_FBgn0039623_notChanged
chr3R	29723830	29737360	Kul_FBgn0039688_notChanged
chrX	17634281	17641003	CG5800_FBgn0030855_notChanged
chr3R	6374044	6378044	CRAT_FBgn0037440_notChanged
chr4	569755	582122	Ephrin_FBgn0040324_notChanged
chrX	3718007	3791770	Tlk_FBgn0283657_notChanged
chr2R	23860593	23864593	TBPH_FBgn0025790_notChanged
chr3L	14233941	14237941	CG34244_FBgn0085273_Down
chr3L	16162701	16166701	CG5151_FBgn0036576_notChanged
chr3R	6109034	6113034	Obp83ef_FBgn0046876_Down
chr2R	5780858	5784858	ZnT41F_FBgn0025693_notChanged
chr3L	19813938	19817938	cyc_FBgn0023094_notChanged
chrX	5964279	5988699	Grip_FBgn0029830_Up
chr3R	8658761	8662761	bel_FBgn0263231_notChanged
chr3R	9392546	9396546	FER_FBgn0000723_notChanged
chr3R	25849291	25853291	CG14545_FBgn0040602_Up
chr3L	26369356	26373356	CG42598_FBgn0260997_Up
chr2R	8027935	8031935	lncRNA:CR43724_FBgn0263970_Down
chr2R	13254587	13259446	CG4716_FBgn0033820_Up
chr3R	7976959	7981614	Os-C_FBgn0010401_Down
chr3L	591246	601239	MED14_FBgn0035145_notChanged
chrY	3048502	3053290	CR41504_FBgn0085788_Up
chr3R	6998492	7003423	lncRNA:CR45899_FBgn0267559_Up
chr2R	23854936	23858936	Pym_FBgn0034918_notChanged
chr2L	2768135	2772904	HINT1_FBgn0031459_notChanged
chrX	8133824	8139046	CG2120_FBgn0030005_Down
chr3R	28857497	28861497	Inx3_FBgn0265274_notChanged
chrX	21315522	21319522	CG1801_FBgn0031171_Up
chr2L	6560325	6566709	Ent2_FBgn0263916_notChanged
chrX	4313059	4317059	lncRNA:CR44957_FBgn0266262_Up
chr3R	9557525	9561525	AP-1mu_FBgn0024833_notChanged
chrX	11137608	11143238	asRNA:CR44054_FBgn0264863_Up
chr3L	14967344	14972306	Tom_FBgn0026320_notChanged
chr3R	30189252	30193252	CG9747_FBgn0039754_Up
chr3L	20492921	20496921	ZnT77C_FBgn0037000_Down
chr2R	21023078	21028086	ND-B14.7_FBgn0034576_notChanged
chrX	6348629	6363323	kdn_FBgn0261955_notChanged
chr3R	30453867	30457867	aralar1_FBgn0028646_notChanged
chr2R	12149057	12153057	CG8878_FBgn0027504_notChanged
chr2R	15246784	15260498	scb_FBgn0286785_Up
chrX	5912363	5916649	asRNA:CR44108_FBgn0264939_Up
chr2L	17456044	17460044	CG18563_FBgn0032639_Down
chrX	6588776	6598954	Pat1_FBgn0029878_notChanged
chr2R	24963076	24967076	CG2765_FBgn0035087_notChanged
chr3L	11629392	11644902	CG32091_FBgn0052091_Up
chr2R	14850941	14855948	Ercc1_FBgn0028434_notChanged
chr2L	3695872	3699872	CG3604_FBgn0031562_Up
chr3R	14106321	14110321	CG12402_FBgn0038202_Up
chrX	10837230	10841895	CG15210_FBgn0040850_Down
chrX	11556654	11560654	CG1572_FBgn0030309_Up
chr3R	7198970	7205450	CG14609_FBgn0037483_Up
chr2R	4727017	4731017	Nipped-B_FBgn0026401_notChanged
chr3L	24535236	24545534	mRpS5_FBgn0287187_notChanged
chrX	11135118	11139118	Klp10A_FBgn0030268_notChanged
chr2L	5524957	5529854	CG31648_FBgn0051648_notChanged
chrX	4309799	4313799	CG15579_FBgn0040906_Up
chr2L	5962951	5966951	psd_FBgn0086265_Up
chr2L	15111480	15120069	stc_FBgn0001978_notChanged
chr2L	12036511	12040511	Tom70_FBgn0032397_notChanged
chr3L	16581028	16586022	Rpn12_FBgn0028693_notChanged
chrX	19661971	19665971	CG14223_FBgn0031053_notChanged
chr3R	29800945	29804945	CG7834_FBgn0039697_notChanged
chr2L	8957051	8961051	CG31886_FBgn0032079_Up
chr3R	13681921	13695905	flfl_FBgn0024555_notChanged
chr2L	16291025	16295025	CG13258_FBgn0032582_Down
chr2R	12025707	12029707	Mppe_FBgn0259985_notChanged
chrX	11609927	11617128	CG1703_FBgn0030321_notChanged
chr2R	13448475	13452475	cnn_FBgn0013765_notChanged
chrX	938805	942805	CG3704_FBgn0040346_notChanged
chr3L	20221932	20227324	CG17147_FBgn0260393_Up
chr3L	4531170	4541270	CG11353_FBgn0035557_Up
chrX	7403797	7407797	CG1677_FBgn0029941_notChanged
chr3L	13484280	13488280	Abp1_FBgn0036372_notChanged
chr2L	20850578	20859113	twit_FBgn0032895_Up
chr3R	28842748	28846748	Apc_FBgn0015589_notChanged
chr3R	7263703	7267703	Gld_FBgn0001112_notChanged
chrX	8250670	8274462	CG1632_FBgn0030027_notChanged
chr3L	6131593	6135593	Lcp65Ag2_FBgn0020637_Up
chr2R	11980956	11984956	GalT1_FBgn0053145_notChanged
chrX	20422069	20428402	cactin_FBgn0031114_notChanged
chr2L	6916743	6920743	nop5_FBgn0026196_notChanged
chr3R	17731598	17736381	CG14321_FBgn0038540_Up
chr2R	949252	953252	CG40498_FBgn0069969_Up
chr3R	30386178	30390178	Fer1HCH_FBgn0015222_notChanged
chr3L	23148499	23152499	Vps11_FBgn0052350_notChanged
chr2L	5091592	5095592	Pgant5_FBgn0031681_notChanged
chrX	930466	941424	CG32815_FBgn0052815_Up
chr3R	4309555	4317398	Suv3_FBgn0037232_notChanged
chr2L	808577	813531	Nnf1b_FBgn0051658_Down
chr2L	10840597	10844597	CG6700_FBgn0032305_notChanged
chr3R	21138739	21216269	SNF4Agamma_FBgn0264357_notChanged
chr3L	9356935	9360935	UGP_FBgn0035978_notChanged
chrX	18089259	18094853	scu_FBgn0021765_notChanged
chr3R	11618090	11623728	CG14710_FBgn0037920_notChanged
chrX	19181421	19189278	CG33253_FBgn0030992_Up
chrX	11609652	11613652	CG2247_FBgn0030320_notChanged
chr3L	8598879	8602879	Nelf-E_FBgn0017430_notChanged
chr3R	8961037	8965037	ich_FBgn0286204_Up
chr3L	11106235	11110732	CG12522_FBgn0036131_Down
chr2R	10048348	10052874	CG44296_FBgn0265342_Up
chr2L	10300018	10304018	CG13138_FBgn0032211_Up
chrX	12899114	12903114	Coq8_FBgn0052649_notChanged
chr2R	16577470	16587448	Cdk4_FBgn0016131_notChanged
chr3R	6760593	6767261	Ama_FBgn0000071_notChanged
chrX	1010779	1048040	su(w[a])_FBgn0003638_notChanged
chr3L	3146358	3150358	Usp5_FBgn0035402_notChanged
chr2L	19388075	19392075	CG17549_FBgn0032774_notChanged
chr3R	14796986	14803163	CG14856_FBgn0038261_Up
chr2L	21177933	21184812	Mcm10_FBgn0032929_notChanged
chr2R	23868273	23879442	ken_FBgn0011236_notChanged
chr3R	16096761	16100761	Mhcl_FBgn0026059_notChanged
chr2R	6216619	6220619	lncRNA:CR44161_FBgn0265044_Up
chr3L	15140840	15144840	Pdi_FBgn0286818_notChanged
chr3R	23888052	23892052	Pli_FBgn0025574_notChanged
chr3R	27705100	27712857	CG12877_FBgn0039544_notChanged
chrX	16321231	16325231	CG9917_FBgn0030740_notChanged
chrX	6671973	6675973	CG3198_FBgn0029887_notChanged
chr3R	7160808	7185702	sas_FBgn0002306_notChanged
chr2R	14887010	14891010	Cyp6a8_FBgn0013772_Down
chr3L	221852	227605	CG33229_FBgn0053229_notChanged
chrX	1752065	1756065	Scgdelta_FBgn0025391_Up
chr2L	19578351	19582351	CG10268_FBgn0032811_notChanged
chr3L	20340634	20346319	Spn77Bc_FBgn0036970_Up
chr2R	12361320	12368579	CR33013_FBgn0053013_Up
chr3R	24945632	24951539	mah_FBgn0285912_Up
chr3R	15338667	15345218	SerRS-m_FBgn0021750_notChanged
chr3L	8220141	8224953	CG13678_FBgn0035859_Down
chrX	16801650	16807754	CG13005_FBgn0030794_notChanged
chr2R	22089395	22093395	CG44163_FBgn0265046_Up
chr3R	4431895	4435895	eIF3a_FBgn0037249_notChanged
chr2R	15211634	15215634	row_FBgn0033998_notChanged
chr3R	7965408	7969408	dsx_FBgn0000504_notChanged
chr3L	1616414	1622397	CG33230_FBgn0053230_notChanged
chrX	13153038	13159372	CG4332_FBgn0030456_notChanged
chr2L	74348	79783	CG11374_FBgn0031214_Up
chrX	19596031	19601806	RpS10b_FBgn0285947_notChanged
chr2R	24600472	24605488	CG3565_FBgn0035034_Up
chr2R	18844619	18848619	CG15099_FBgn0034400_notChanged
chrX	5696557	5710633	AdamTS-B_FBgn0029791_notChanged
chrX	2160196	2174281	CG3630_FBgn0023540_notChanged
chr3L	273155	278667	ttm2_FBgn0035124_Up
chr3L	3327281	3331597	lncRNA:CR45380_FBgn0266929_Up
chr3R	29924189	29928189	Jon99Ci_FBgn0003358_Up
chr3L	176963	180963	Vdup1_FBgn0035103_notChanged
chrX	17842704	17846704	CG8142_FBgn0030871_notChanged
