seqnames	start	end	width	strand
336	chr2R	23000001	23045000	45000	*
337	chr2R	23090001	23350000	260000	*
338	chr2R	23350001	23385000	35000	*
339	chr2R	23395001	23410000	15000	*
340	chr2R	23410001	23530000	120000	*
341	chr2R	23565001	23615000	50000	*
342	chr2R	23615001	23655000	40000	*
343	chr2R	23655001	23700000	45000	*
344	chr2R	23710001	23750000	40000	*
345	chr2R	23750001	23825000	75000	*
346	chr2R	23825001	23840000	15000	*
347	chr2R	23840001	23860000	20000	*
348	chr2R	23860001	23905000	45000	*
349	chr2R	23905001	23915000	10000	*
350	chr2R	23920001	23965000	45000	*
351	chr2R	23965001	23985000	20000	*
352	chr2R	23985001	24025000	40000	*
353	chr2R	24025001	24070000	45000	*
354	chr2R	24070001	24120000	50000	*
355	chr2R	24120001	24150000	30000	*
356	chr2R	24155001	24180000	25000	*
357	chr2R	24185001	24205000	20000	*
358	chr2R	24205001	24265000	60000	*
359	chr2R	24265001	24300000	35000	*
360	chr2R	24300001	24340000	40000	*
361	chr2R	24340001	24355000	15000	*
362	chr2R	24360001	24380000	20000	*
363	chr2R	24380001	24420000	40000	*
364	chr2R	24420001	24525000	105000	*
365	chr2R	24535001	24565000	30000	*
366	chr2R	24565001	24600000	35000	*
367	chr2R	24615001	24650000	35000	*
368	chr2R	24655001	24690000	35000	*
369	chr2R	24690001	24730000	40000	*
370	chr2R	24800001	24870000	70000	*
371	chr2R	24870001	24940000	70000	*
372	chr2R	24970001	25010000	40000	*
373	chr2R	25010001	25040000	30000	*
374	chr2R	25040001	25075000	35000	*
375	chr2R	25075001	25150000	75000	*
376	chr2R	25155001	25260000	105000	*
seqnames	start	end	width	strand
1	chr3L	40001	110000	70000	*
2	chr3L	115001	125000	10000	*
3	chr3L	125001	175000	50000	*
4	chr3L	175001	265000	90000	*
5	chr3L	295001	330000	35000	*
6	chr3L	370001	405000	35000	*
7	chr3L	410001	430000	20000	*
8	chr3L	430001	505000	75000	*
9	chr3L	505001	540000	35000	*
10	chr3L	540001	605000	65000	*
11	chr3L	605001	675000	70000	*
12	chr3L	675001	750000	75000	*
13	chr3L	750001	825000	75000	*
14	chr3L	835001	860000	25000	*
15	chr3L	865001	925000	60000	*
16	chr3L	930001	1045000	115000	*
17	chr3L	1055001	1155000	100000	*
18	chr3L	1160001	1170000	10000	*
19	chr3L	1170001	1200000	30000	*
20	chr3L	1200001	1220000	20000	*
21	chr3L	1225001	1245000	20000	*
22	chr3L	1245001	1295000	50000	*
23	chr3L	1295001	1350000	55000	*
24	chr3L	1365001	1425000	60000	*
25	chr3L	1430001	1490000	60000	*
26	chr3L	1490001	1535000	45000	*
27	chr3L	1535001	1570000	35000	*
28	chr3L	1580001	1670000	90000	*
29	chr3L	1670001	1730000	60000	*
30	chr3L	1740001	1795000	55000	*
31	chr3L	1805001	1830000	25000	*
32	chr3L	1830001	1855000	25000	*
33	chr3L	1855001	1885000	30000	*
34	chr3L	1885001	1930000	45000	*
35	chr3L	1940001	1975000	35000	*
36	chr3L	1975001	2065000	90000	*
37	chr3L	2070001	2145000	75000	*
38	chr3L	2145001	2175000	30000	*
39	chr3L	2185001	2245000	60000	*
40	chr3L	2245001	2270000	25000	*
41	chr3L	2270001	2365000	95000	*
42	chr3L	2365001	2380000	15000	*
43	chr3L	2380001	2410000	30000	*
44	chr3L	2410001	2450000	40000	*
45	chr3L	2465001	2490000	25000	*
46	chr3L	2500001	2530000	30000	*
47	chr3L	2530001	2555000	25000	*
48	chr3L	2555001	2585000	30000	*
49	chr3L	2585001	2655000	70000	*
50	chr3L	2655001	2750000	95000	*
51	chr3L	2765001	2795000	30000	*
52	chr3L	2795001	2855000	60000	*
53	chr3L	2855001	2890000	35000	*
54	chr3L	2890001	2930000	40000	*
55	chr3L	2935001	3035000	100000	*
56	chr3L	3035001	3065000	30000	*
57	chr3L	3070001	3125000	55000	*
58	chr3L	3125001	3195000	70000	*
59	chr3L	3195001	3225000	30000	*
60	chr3L	3255001	3305000	50000	*
61	chr3L	3335001	3375000	40000	*
62	chr3L	3375001	3460000	85000	*
63	chr3L	3460001	3575000	115000	*
64	chr3L	3580001	3600000	20000	*
65	chr3L	3605001	3620000	15000	*
66	chr3L	3620001	3790000	170000	*
67	chr3L	3795001	3815000	20000	*
68	chr3L	3815001	3845000	30000	*
69	chr3L	3845001	3900000	55000	*
70	chr3L	3910001	3940000	30000	*
71	chr3L	3940001	4060000	120000	*
72	chr3L	4060001	4100000	40000	*
73	chr3L	4100001	4120000	20000	*
74	chr3L	4135001	4170000	35000	*
75	chr3L	4170001	4220000	50000	*
76	chr3L	4255001	4290000	35000	*
77	chr3L	4290001	4330000	40000	*
78	chr3L	4335001	4410000	75000	*
79	chr3L	4410001	4450000	40000	*
80	chr3L	4455001	4530000	75000	*
81	chr3L	4530001	4555000	25000	*
82	chr3L	4555001	4640000	85000	*
83	chr3L	4640001	4675000	35000	*
84	chr3L	4675001	4840000	165000	*
85	chr3L	4840001	5035000	195000	*
86	chr3L	5050001	5105000	55000	*
87	chr3L	5125001	5165000	40000	*
88	chr3L	5165001	5300000	135000	*
89	chr3L	5305001	5350000	45000	*
90	chr3L	5350001	5375000	25000	*
91	chr3L	5385001	5455000	70000	*
92	chr3L	5465001	5545000	80000	*
93	chr3L	5545001	5610000	65000	*
94	chr3L	5610001	5750000	140000	*
95	chr3L	5750001	5815000	65000	*
96	chr3L	5815001	5870000	55000	*
97	chr3L	5870001	5925000	55000	*
98	chr3L	5925001	5960000	35000	*
99	chr3L	5960001	6125000	165000	*
100	chr3L	6125001	6160000	35000	*
101	chr3L	6160001	6220000	60000	*
102	chr3L	6220001	6225000	5000	*
103	chr3L	6230001	6265000	35000	*
104	chr3L	6265001	6340000	75000	*
105	chr3L	6345001	6405000	60000	*
106	chr3L	6430001	6485000	55000	*
107	chr3L	6500001	6740000	240000	*
108	chr3L	6760001	6890000	130000	*
109	chr3L	6895001	6940000	45000	*
110	chr3L	6995001	7070000	75000	*
111	chr3L	7070001	7130000	60000	*
112	chr3L	7130001	7160000	30000	*
113	chr3L	7160001	7230000	70000	*
114	chr3L	7230001	7255000	25000	*
115	chr3L	7275001	7315000	40000	*
116	chr3L	7315001	7370000	55000	*
117	chr3L	7395001	7510000	115000	*
118	chr3L	7510001	7540000	30000	*
119	chr3L	7540001	7640000	100000	*
120	chr3L	7640001	7655000	15000	*
121	chr3L	7655001	7670000	15000	*
122	chr3L	7690001	7710000	20000	*
123	chr3L	7710001	7740000	30000	*
124	chr3L	7740001	7795000	55000	*
125	chr3L	7800001	7815000	15000	*
126	chr3L	7815001	7870000	55000	*
127	chr3L	7870001	7910000	40000	*
128	chr3L	7910001	7920000	10000	*
129	chr3L	7925001	7980000	55000	*
130	chr3L	7980001	8020000	40000	*
131	chr3L	8025001	8060000	35000	*
132	chr3L	8060001	8085000	25000	*
133	chr3L	8085001	8110000	25000	*
134	chr3L	8110001	8160000	50000	*
135	chr3L	8175001	8210000	35000	*
136	chr3L	8210001	8285000	75000	*
137	chr3L	8285001	8320000	35000	*
138	chr3L	8320001	8340000	20000	*
139	chr3L	8340001	8360000	20000	*
140	chr3L	8360001	8395000	35000	*
141	chr3L	8405001	8420000	15000	*
142	chr3L	8420001	8440000	20000	*
143	chr3L	8450001	8485000	35000	*
144	chr3L	8505001	8545000	40000	*
145	chr3L	8545001	8610000	65000	*
146	chr3L	8610001	8630000	20000	*
147	chr3L	8630001	8720000	90000	*
148	chr3L	8720001	8765000	45000	*
149	chr3L	8765001	8810000	45000	*
150	chr3L	8810001	8890000	80000	*
151	chr3L	8890001	8955000	65000	*
152	chr3L	8955001	9000000	45000	*
153	chr3L	9000001	9045000	45000	*
154	chr3L	9060001	9115000	55000	*
155	chr3L	9135001	9360000	225000	*
156	chr3L	9360001	9400000	40000	*
157	chr3L	9400001	9430000	30000	*
158	chr3L	9430001	9460000	30000	*
159	chr3L	9460001	9490000	30000	*
160	chr3L	9490001	9510000	20000	*
161	chr3L	9510001	9535000	25000	*
162	chr3L	9540001	9615000	75000	*
163	chr3L	9615001	9695000	80000	*
164	chr3L	9695001	9745000	50000	*
165	chr3L	9745001	9775000	30000	*
166	chr3L	9775001	9830000	55000	*
167	chr3L	9830001	9855000	25000	*
168	chr3L	9855001	9930000	75000	*
169	chr3L	9940001	9990000	50000	*
170	chr3L	9990001	10040000	50000	*
171	chr3L	10040001	10060000	20000	*
172	chr3L	10065001	10240000	175000	*
173	chr3L	10240001	10510000	270000	*
174	chr3L	10510001	10660000	150000	*
175	chr3L	10660001	10700000	40000	*
176	chr3L	10700001	10855000	155000	*
177	chr3L	10860001	10900000	40000	*
178	chr3L	10900001	11035000	135000	*
179	chr3L	11035001	11070000	35000	*
180	chr3L	11070001	11085000	15000	*
181	chr3L	11090001	11125000	35000	*
182	chr3L	11125001	11195000	70000	*
183	chr3L	11195001	11215000	20000	*
184	chr3L	11215001	11245000	30000	*
185	chr3L	11245001	11265000	20000	*
186	chr3L	11270001	11330000	60000	*
187	chr3L	11335001	11430000	95000	*
188	chr3L	11430001	11485000	55000	*
189	chr3L	11485001	11500000	15000	*
190	chr3L	11505001	11520000	15000	*
191	chr3L	11520001	11560000	40000	*
192	chr3L	11560001	11565000	5000	*
193	chr3L	11570001	11580000	10000	*
194	chr3L	11580001	11595000	15000	*
195	chr3L	11620001	11655000	35000	*
196	chr3L	11655001	11680000	25000	*
197	chr3L	11680001	11720000	40000	*
198	chr3L	11720001	11735000	15000	*
199	chr3L	11735001	11840000	105000	*
200	chr3L	11840001	11990000	150000	*
201	chr3L	11990001	12060000	70000	*
202	chr3L	12060001	12115000	55000	*
203	chr3L	12115001	12140000	25000	*
204	chr3L	12160001	12195000	35000	*
205	chr3L	12195001	12265000	70000	*
206	chr3L	12265001	12415000	150000	*
207	chr3L	12415001	12470000	55000	*
208	chr3L	12470001	12490000	20000	*
209	chr3L	12490001	12535000	45000	*
210	chr3L	12535001	12735000	200000	*
211	chr3L	12735001	12790000	55000	*
212	chr3L	12805001	12835000	30000	*
213	chr3L	12835001	12865000	30000	*
214	chr3L	12865001	12920000	55000	*
215	chr3L	12925001	12975000	50000	*
216	chr3L	12980001	13000000	20000	*
217	chr3L	13000001	13040000	40000	*
218	chr3L	13050001	13295000	245000	*
219	chr3L	13295001	13375000	80000	*
220	chr3L	13385001	13415000	30000	*
221	chr3L	13415001	13475000	60000	*
222	chr3L	13475001	13525000	50000	*
223	chr3L	13530001	13570000	40000	*
224	chr3L	13570001	13575000	5000	*
225	chr3L	13580001	13805000	225000	*
226	chr3L	13820001	13830000	10000	*
227	chr3L	13830001	13905000	75000	*
228	chr3L	13905001	13995000	90000	*
229	chr3L	14005001	14055000	50000	*
230	chr3L	14055001	14110000	55000	*
231	chr3L	14110001	14190000	80000	*
232	chr3L	14190001	14210000	20000	*
233	chr3L	14210001	14265000	55000	*
234	chr3L	14270001	14410000	140000	*
235	chr3L	14410001	14515000	105000	*
236	chr3L	14515001	14525000	10000	*
237	chr3L	14530001	14565000	35000	*
238	chr3L	14565001	14615000	50000	*
239	chr3L	14625001	14680000	55000	*
240	chr3L	14680001	14740000	60000	*
241	chr3L	14740001	14790000	50000	*
242	chr3L	14790001	14805000	15000	*
243	chr3L	14805001	14825000	20000	*
244	chr3L	14830001	14985000	155000	*
245	chr3L	15015001	15065000	50000	*
246	chr3L	15065001	15115000	50000	*
247	chr3L	15115001	15140000	25000	*
248	chr3L	15165001	15270000	105000	*
249	chr3L	15270001	15495000	225000	*
250	chr3L	15505001	15555000	50000	*
251	chr3L	15565001	15590000	25000	*
252	chr3L	15590001	15610000	20000	*
253	chr3L	15635001	15805000	170000	*
254	chr3L	15815001	15825000	10000	*
255	chr3L	15825001	15835000	10000	*
256	chr3L	15835001	15930000	95000	*
257	chr3L	15935001	15955000	20000	*
258	chr3L	15955001	16005000	50000	*
259	chr3L	16005001	16055000	50000	*
260	chr3L	16055001	16090000	35000	*
261	chr3L	16090001	16130000	40000	*
262	chr3L	16145001	16230000	85000	*
263	chr3L	16240001	16335000	95000	*
264	chr3L	16335001	16380000	45000	*
265	chr3L	16380001	16410000	30000	*
266	chr3L	16410001	16465000	55000	*
267	chr3L	16465001	16495000	30000	*
268	chr3L	16495001	16560000	65000	*
269	chr3L	16570001	16610000	40000	*
270	chr3L	16610001	16660000	50000	*
271	chr3L	16660001	16710000	50000	*
272	chr3L	16710001	16770000	60000	*
273	chr3L	16780001	16810000	30000	*
274	chr3L	16810001	16840000	30000	*
275	chr3L	16840001	16855000	15000	*
276	chr3L	16865001	16950000	85000	*
277	chr3L	16955001	16975000	20000	*
278	chr3L	16985001	17015000	30000	*
279	chr3L	17015001	17085000	70000	*
280	chr3L	17095001	17135000	40000	*
281	chr3L	17140001	17380000	240000	*
282	chr3L	17380001	17440000	60000	*
283	chr3L	17440001	17475000	35000	*
284	chr3L	17485001	17535000	50000	*
285	chr3L	17535001	17560000	25000	*
286	chr3L	17560001	17595000	35000	*
287	chr3L	17595001	17620000	25000	*
288	chr3L	17620001	17670000	50000	*
289	chr3L	17670001	17730000	60000	*
290	chr3L	17745001	17865000	120000	*
291	chr3L	17870001	17915000	45000	*
292	chr3L	17915001	17965000	50000	*
293	chr3L	17965001	17990000	25000	*
294	chr3L	17990001	18020000	30000	*
295	chr3L	18020001	18050000	30000	*
296	chr3L	18055001	18105000	50000	*
297	chr3L	18105001	18170000	65000	*
298	chr3L	18170001	18380000	210000	*
299	chr3L	18380001	18465000	85000	*
300	chr3L	18465001	18505000	40000	*
301	chr3L	18535001	18615000	80000	*
302	chr3L	18615001	18635000	20000	*
303	chr3L	18640001	18660000	20000	*
304	chr3L	18660001	18690000	30000	*
305	chr3L	18690001	18740000	50000	*
306	chr3L	18740001	18775000	35000	*
307	chr3L	18780001	18820000	40000	*
308	chr3L	18820001	18850000	30000	*
309	chr3L	18850001	18890000	40000	*
310	chr3L	18905001	19000000	95000	*
311	chr3L	19000001	19055000	55000	*
312	chr3L	19075001	19090000	15000	*
313	chr3L	19090001	19120000	30000	*
314	chr3L	19135001	19295000	160000	*
315	chr3L	19295001	19505000	210000	*
316	chr3L	19510001	19545000	35000	*
317	chr3L	19545001	19585000	40000	*
318	chr3L	19585001	19635000	50000	*
319	chr3L	19635001	19695000	60000	*
320	chr3L	19695001	19710000	15000	*
321	chr3L	19775001	19820000	45000	*
322	chr3L	19825001	19850000	25000	*
323	chr3L	19855001	19870000	15000	*
324	chr3L	19870001	19895000	25000	*
325	chr3L	19895001	19915000	20000	*
326	chr3L	19930001	19990000	60000	*
327	chr3L	20005001	20040000	35000	*
328	chr3L	20040001	20115000	75000	*
329	chr3L	20120001	20250000	130000	*
330	chr3L	20250001	20290000	40000	*
331	chr3L	20290001	20330000	40000	*
332	chr3L	20335001	20405000	70000	*
333	chr3L	20405001	20475000	70000	*
334	chr3L	20475001	20480000	5000	*
335	chr3L	20485001	20545000	60000	*
336	chr3L	20545001	20705000	160000	*
337	chr3L	20705001	20765000	60000	*
338	chr3L	20765001	20800000	35000	*
339	chr3L	20800001	20910000	110000	*
340	chr3L	20910001	21015000	105000	*
341	chr3L	21030001	21065000	35000	*
342	chr3L	21065001	21130000	65000	*
343	chr3L	21130001	21170000	40000	*
344	chr3L	21170001	21205000	35000	*
345	chr3L	21205001	21240000	35000	*
346	chr3L	21240001	21245000	5000	*
347	chr3L	21250001	21260000	10000	*
348	chr3L	21260001	21310000	50000	*
349	chr3L	21325001	21375000	50000	*
350	chr3L	21375001	21435000	60000	*
351	chr3L	21435001	21485000	50000	*
352	chr3L	21485001	21540000	55000	*
353	chr3L	21540001	21575000	35000	*
354	chr3L	21575001	21610000	35000	*
355	chr3L	21610001	21645000	35000	*
356	chr3L	21655001	21750000	95000	*
357	chr3L	21755001	21820000	65000	*
358	chr3L	21845001	21875000	30000	*
359	chr3L	21875001	22055000	180000	*
360	chr3L	22055001	22085000	30000	*
361	chr3L	22085001	22100000	15000	*
362	chr3L	22125001	22255000	130000	*
363	chr3L	22255001	22315000	60000	*
364	chr3L	22315001	22555000	240000	*
365	chr3L	22560001	22600000	40000	*
366	chr3L	22600001	22620000	20000	*
367	chr3L	22625001	22675000	50000	*
368	chr3L	22675001	22705000	30000	*
369	chr3L	22715001	22745000	30000	*
370	chr3L	22745001	22805000	60000	*
371	chr3L	22820001	22865000	45000	*
372	chr3L	22895001	22990000	95000	*
373	chr3L	22995001	23075000	80000	*
374	chr3L	23090001	23110000	20000	*
375	chr3L	23140001	23160000	20000	*
376	chr3L	23170001	23190000	20000	*
377	chr3L	23195001	23285000	90000	*
378	chr3L	23295001	23355000	60000	*
379	chr3L	23415001	23425000	10000	*
380	chr3L	23425001	23440000	15000	*
381	chr3L	23465001	23475000	10000	*
382	chr3L	23475001	23495000	20000	*
383	chr3L	23565001	23585000	20000	*
384	chr3L	23605001	23620000	15000	*
385	chr3L	23630001	23670000	40000	*
386	chr3L	23675001	23705000	30000	*
387	chr3L	23710001	23735000	25000	*
388	chr3L	23735001	23760000	25000	*
389	chr3L	23840001	23860000	20000	*
390	chr3L	23870001	23895000	25000	*
391	chr3L	23930001	23980000	50000	*
392	chr3L	24020001	24040000	20000	*
393	chr3L	24040001	24045000	5000	*
394	chr3L	24050001	24070000	20000	*
395	chr3L	24070001	24090000	20000	*
396	chr3L	24150001	24170000	20000	*
397	chr3L	24175001	24200000	25000	*
398	chr3L	24225001	24275000	50000	*
399	chr3L	24280001	24305000	25000	*
400	chr3L	24310001	24330000	20000	*
401	chr3L	24720001	24775000	55000	*
402	chr3L	24915001	24940000	25000	*
403	chr3L	25105001	25130000	25000	*
404	chr3L	25255001	25275000	20000	*
405	chr3L	25320001	25340000	20000	*
406	chr3L	25340001	25360000	20000	*
407	chr3L	25440001	25465000	25000	*
408	chr3L	25480001	25520000	40000	*
409	chr3L	25660001	25680000	20000	*
410	chr3L	25750001	25775000	25000	*
411	chr3L	25835001	25855000	20000	*
412	chr3L	25870001	25890000	20000	*
413	chr3L	25995001	26015000	20000	*
414	chr3L	26710001	26730000	20000	*
415	chr3L	27075001	27095000	20000	*
416	chr3L	27120001	27150000	30000	*
417	chr3L	27155001	27180000	25000	*
418	chr3L	27255001	27300000	45000	*
419	chr3L	27320001	27340000	20000	*
420	chr3L	27345001	27345000	0	*
421	chr3L	27345001	27370000	25000	*
seqnames	start	end	width	strand
1	chr3R	890001	910000	20000	*
2	chr3R	1420001	1455000	35000	*
3	chr3R	1845001	1875000	30000	*
4	chr3R	3510001	3530000	20000	*
5	chr3R	3575001	3600000	25000	*
6	chr3R	3610001	3645000	35000	*
7	chr3R	3730001	3760000	30000	*
8	chr3R	3840001	3870000	30000	*
9	chr3R	4050001	4105000	55000	*
10	chr3R	4125001	4155000	30000	*
11	chr3R	4170001	4195000	25000	*
12	chr3R	4195001	4245000	50000	*
13	chr3R	4245001	4260000	15000	*
14	chr3R	4265001	4305000	40000	*
15	chr3R	4305001	4370000	65000	*
16	chr3R	4375001	4440000	65000	*
17	chr3R	4440001	4630000	190000	*
18	chr3R	4660001	4810000	150000	*
19	chr3R	4825001	4890000	65000	*
20	chr3R	4895001	4905000	10000	*
21	chr3R	4905001	4950000	45000	*
22	chr3R	4970001	5005000	35000	*
23	chr3R	5010001	5125000	115000	*
24	chr3R	5125001	5150000	25000	*
25	chr3R	5150001	5215000	65000	*
26	chr3R	5215001	5260000	45000	*
27	chr3R	5260001	5285000	25000	*
28	chr3R	5285001	5340000	55000	*
29	chr3R	5355001	5395000	40000	*
30	chr3R	5395001	5445000	50000	*
31	chr3R	5460001	5485000	25000	*
32	chr3R	5485001	5525000	40000	*
33	chr3R	5525001	5600000	75000	*
34	chr3R	5625001	5660000	35000	*
35	chr3R	5690001	5730000	40000	*
36	chr3R	5730001	5765000	35000	*
37	chr3R	5765001	5870000	105000	*
38	chr3R	5870001	5985000	115000	*
39	chr3R	5985001	6020000	35000	*
40	chr3R	6025001	6085000	60000	*
41	chr3R	6085001	6125000	40000	*
42	chr3R	6125001	6160000	35000	*
43	chr3R	6180001	6210000	30000	*
44	chr3R	6210001	6335000	125000	*
45	chr3R	6335001	6405000	70000	*
46	chr3R	6405001	6415000	10000	*
47	chr3R	6420001	6465000	45000	*
48	chr3R	6475001	6510000	35000	*
49	chr3R	6515001	6635000	120000	*
50	chr3R	6635001	6665000	30000	*
51	chr3R	6665001	6910000	245000	*
52	chr3R	6910001	7075000	165000	*
53	chr3R	7090001	7130000	40000	*
54	chr3R	7130001	7155000	25000	*
55	chr3R	7155001	7190000	35000	*
56	chr3R	7190001	7235000	45000	*
57	chr3R	7235001	7265000	30000	*
58	chr3R	7265001	7290000	25000	*
59	chr3R	7290001	7350000	60000	*
60	chr3R	7355001	7560000	205000	*
61	chr3R	7565001	7695000	130000	*
62	chr3R	7710001	7730000	20000	*
63	chr3R	7735001	7820000	85000	*
64	chr3R	7820001	7885000	65000	*
65	chr3R	7885001	7925000	40000	*
66	chr3R	7925001	7970000	45000	*
67	chr3R	7970001	8000000	30000	*
68	chr3R	8000001	8030000	30000	*
69	chr3R	8030001	8045000	15000	*
70	chr3R	8050001	8095000	45000	*
71	chr3R	8100001	8120000	20000	*
72	chr3R	8130001	8230000	100000	*
73	chr3R	8230001	8270000	40000	*
74	chr3R	8270001	8305000	35000	*
75	chr3R	8305001	8335000	30000	*
76	chr3R	8375001	8405000	30000	*
77	chr3R	8410001	8550000	140000	*
78	chr3R	8550001	8570000	20000	*
79	chr3R	8575001	8605000	30000	*
80	chr3R	8610001	8670000	60000	*
81	chr3R	8670001	8745000	75000	*
82	chr3R	8745001	8800000	55000	*
83	chr3R	8820001	8860000	40000	*
84	chr3R	8860001	8900000	40000	*
85	chr3R	8915001	8945000	30000	*
86	chr3R	8945001	8980000	35000	*
87	chr3R	8980001	9055000	75000	*
88	chr3R	9075001	9240000	165000	*
89	chr3R	9260001	9280000	20000	*
90	chr3R	9285001	9305000	20000	*
91	chr3R	9310001	9330000	20000	*
92	chr3R	9330001	9400000	70000	*
93	chr3R	9400001	9500000	100000	*
94	chr3R	9500001	9550000	50000	*
95	chr3R	9550001	9590000	40000	*
96	chr3R	9590001	9640000	50000	*
97	chr3R	9640001	9685000	45000	*
98	chr3R	9700001	9765000	65000	*
99	chr3R	9765001	9810000	45000	*
100	chr3R	9810001	9830000	20000	*
101	chr3R	9865001	10040000	175000	*
102	chr3R	10040001	10080000	40000	*
103	chr3R	10110001	10135000	25000	*
104	chr3R	10145001	10170000	25000	*
105	chr3R	10170001	10190000	20000	*
106	chr3R	10190001	10250000	60000	*
107	chr3R	10250001	10315000	65000	*
108	chr3R	10315001	10340000	25000	*
109	chr3R	10345001	10355000	10000	*
110	chr3R	10355001	10385000	30000	*
111	chr3R	10385001	10415000	30000	*
112	chr3R	10415001	10615000	200000	*
113	chr3R	10615001	10675000	60000	*
114	chr3R	10675001	10715000	40000	*
115	chr3R	10715001	10805000	90000	*
116	chr3R	10810001	10850000	40000	*
117	chr3R	10850001	10900000	50000	*
118	chr3R	10900001	10990000	90000	*
119	chr3R	10990001	11000000	10000	*
120	chr3R	11005001	11090000	85000	*
121	chr3R	11095001	11125000	30000	*
122	chr3R	11125001	11195000	70000	*
123	chr3R	11210001	11250000	40000	*
124	chr3R	11260001	11380000	120000	*
125	chr3R	11385001	11400000	15000	*
126	chr3R	11400001	11450000	50000	*
127	chr3R	11450001	11550000	100000	*
128	chr3R	11550001	11620000	70000	*
129	chr3R	11620001	11650000	30000	*
130	chr3R	11695001	11740000	45000	*
131	chr3R	11740001	11760000	20000	*
132	chr3R	11760001	11780000	20000	*
133	chr3R	11780001	11820000	40000	*
134	chr3R	11820001	11840000	20000	*
135	chr3R	11845001	11880000	35000	*
136	chr3R	11880001	11955000	75000	*
137	chr3R	11960001	11975000	15000	*
138	chr3R	11995001	12215000	220000	*
139	chr3R	12215001	12350000	135000	*
140	chr3R	12350001	12385000	35000	*
141	chr3R	12405001	12465000	60000	*
142	chr3R	12510001	12560000	50000	*
143	chr3R	12565001	12610000	45000	*
144	chr3R	12625001	12640000	15000	*
145	chr3R	12640001	12650000	10000	*
146	chr3R	12650001	12730000	80000	*
147	chr3R	12730001	12920000	190000	*
148	chr3R	12925001	13015000	90000	*
149	chr3R	13015001	13030000	15000	*
150	chr3R	13030001	13050000	20000	*
151	chr3R	13060001	13085000	25000	*
152	chr3R	13085001	13260000	175000	*
153	chr3R	13260001	13305000	45000	*
154	chr3R	13305001	13360000	55000	*
155	chr3R	13360001	13380000	20000	*
156	chr3R	13395001	13550000	155000	*
157	chr3R	13550001	13630000	80000	*
158	chr3R	13630001	13685000	55000	*
159	chr3R	13685001	13715000	30000	*
160	chr3R	13715001	13780000	65000	*
161	chr3R	13780001	13840000	60000	*
162	chr3R	13840001	13960000	120000	*
163	chr3R	13960001	14040000	80000	*
164	chr3R	14040001	14180000	140000	*
165	chr3R	14200001	14255000	55000	*
166	chr3R	14330001	14390000	60000	*
167	chr3R	14390001	14615000	225000	*
168	chr3R	14615001	14655000	40000	*
169	chr3R	14655001	14695000	40000	*
170	chr3R	14695001	14740000	45000	*
171	chr3R	14750001	14820000	70000	*
172	chr3R	14820001	14865000	45000	*
173	chr3R	14865001	14905000	40000	*
174	chr3R	14915001	14930000	15000	*
175	chr3R	14930001	14965000	35000	*
176	chr3R	14970001	15105000	135000	*
177	chr3R	15110001	15150000	40000	*
178	chr3R	15150001	15195000	45000	*
179	chr3R	15205001	15245000	40000	*
180	chr3R	15245001	15265000	20000	*
181	chr3R	15265001	15290000	25000	*
182	chr3R	15290001	15330000	40000	*
183	chr3R	15330001	15380000	50000	*
184	chr3R	15380001	15485000	105000	*
185	chr3R	15485001	15600000	115000	*
186	chr3R	15625001	15675000	50000	*
187	chr3R	15675001	15690000	15000	*
188	chr3R	15690001	15735000	45000	*
189	chr3R	15740001	15785000	45000	*
190	chr3R	15785001	15925000	140000	*
191	chr3R	15940001	15975000	35000	*
192	chr3R	15985001	16040000	55000	*
193	chr3R	16040001	16100000	60000	*
194	chr3R	16100001	16205000	105000	*
195	chr3R	16205001	16260000	55000	*
196	chr3R	16260001	16345000	85000	*
197	chr3R	16345001	16435000	90000	*
198	chr3R	16435001	16470000	35000	*
199	chr3R	16470001	16505000	35000	*
200	chr3R	16505001	16510000	5000	*
201	chr3R	16515001	16625000	110000	*
202	chr3R	16625001	16655000	30000	*
203	chr3R	16655001	16800000	145000	*
204	chr3R	16800001	16970000	170000	*
205	chr3R	16990001	17040000	50000	*
206	chr3R	17040001	17080000	40000	*
207	chr3R	17080001	17120000	40000	*
208	chr3R	17120001	17370000	250000	*
209	chr3R	17375001	17510000	135000	*
210	chr3R	17515001	17575000	60000	*
211	chr3R	17580001	17600000	20000	*
212	chr3R	17615001	17670000	55000	*
213	chr3R	17680001	17720000	40000	*
214	chr3R	17720001	17790000	70000	*
215	chr3R	17790001	17815000	25000	*
216	chr3R	17815001	17925000	110000	*
217	chr3R	17930001	18015000	85000	*
218	chr3R	18015001	18035000	20000	*
219	chr3R	18040001	18160000	120000	*
220	chr3R	18170001	18200000	30000	*
221	chr3R	18200001	18245000	45000	*
222	chr3R	18245001	18300000	55000	*
223	chr3R	18315001	18405000	90000	*
224	chr3R	18415001	18570000	155000	*
225	chr3R	18570001	18640000	70000	*
226	chr3R	18640001	18680000	40000	*
227	chr3R	18680001	18725000	45000	*
228	chr3R	18725001	18810000	85000	*
229	chr3R	18810001	18895000	85000	*
230	chr3R	18905001	18930000	25000	*
231	chr3R	18930001	18975000	45000	*
232	chr3R	18975001	19035000	60000	*
233	chr3R	19045001	19095000	50000	*
234	chr3R	19095001	19150000	55000	*
235	chr3R	19165001	19225000	60000	*
236	chr3R	19235001	19325000	90000	*
237	chr3R	19325001	19445000	120000	*
